,jaccard_sim,f1_micro,f1_macro,f1_weighted,f1_samples,hamming_loss,accuracy_percentage,accuracy_number
BR-LSVC,0.46220385657301544,0.5824216433486811,0.4483214465496828,0.5537368089000196,0.5456753256285967,0.09567397015995147,0.22321034190193068,214.8
BR-SVC,0.48019464288155866,0.5975836829539104,0.4531070827472735,0.5655958970328683,0.5638107507733675,0.09218192311650256,0.2391112535972349,230.1
ExtraTrees,0.3894034616931813,0.5096032914087847,0.3222055944114699,0.4662828361623821,0.461383655402347,0.09966376153292042,0.19099649613668307,183.8
LP-LSVC,0.5053803066186243,0.5890649177018683,0.4835892389980204,0.5710827128110871,0.5907902114911461,0.10469342815137209,0.27340356172131874,263.1
LP-SVC,0.5156025022146518,0.6029329469399954,0.48705595001038643,0.5779685364242816,0.5997736665493675,0.09861096178853188,0.2829668633406951,272.3
MLPC,0.4730498561106038,0.5912597527061265,0.49543224425584553,0.5835696862826925,0.5674510859323944,0.1054280376710283,0.20014162257152912,192.6
RandomForest,0.37375528116182316,0.4946381625883195,0.304217539471208,0.45000754640102364,0.4451137442258937,0.10240674894880504,0.17749010692935926,170.8
kNN,0.45389124566694666,0.5686298262151523,0.47006725220886275,0.5531999534254399,0.5422609653918065,0.10520655090748547,0.2031543405375181,195.5
