,1930,1940,1950,1960,1970,1980,1990,2000,2010
ADJCL,10.478544838288686,10.912812253581178,10.617989967036019,10.381370373564828,10.166433472203082,9.621609506975858,10.11148143018747,10.104709965089594,10.061881902028883
CNPC,0.651270277549566,0.6524940117141916,0.6463309155101328,0.6543566084602852,0.654750530811236,0.632522575747772,0.6353813032747896,0.6156851309198337,0.6228489385891741
CNPS,0.5851389744735034,0.5894276209945134,0.5881196470160452,0.5876892229698821,0.5883457367764089,0.5473693804729245,0.5597282096180657,0.544194119452475,0.5273710173588418
DPPC,0.2951553878450717,0.29954037937389105,0.29170851792015356,0.2847112142424738,0.278198640923268,0.2720300131993598,0.27861683251712577,0.28095685386760927,0.28556403534957553
MLC,6.6428687718712105,6.617407711759317,6.5009758006913705,6.50276996045826,6.467068385131473,6.372952481513369,6.391626623916506,6.2926144321504625,6.4128190967117025
MLNP,3.084054287151926,3.088970080750087,3.065424650079956,3.0591081872796817,3.045836514955053,3.021729735008296,3.04460645898027,3.03126171439796,3.0318167221924317
MLS,5.953164398814796,5.980235972370428,5.918266443886803,5.821278030546818,5.787726634970076,5.5324667591992815,5.607396987444105,5.533137804780429,5.408943220997438
NPPS,0.6769837053525142,0.6829291665281075,0.6863262234906929,0.6844821351356651,0.686691584543257,0.6411956242337424,0.6525882701163751,0.6360421704897203,0.6124725755564332
PASSPS,0.023517702478628236,0.024801908739060397,0.025142473464988525,0.02537755600875821,0.02576279886513017,0.022410696979922737,0.022308176574529624,0.02124039495846763,0.01991141066795159
SCR,0.8990352448919372,0.9070769692747062,0.9150039380752,0.899197074461037,0.8994696656161497,0.8731644978885464,0.8832118315026968,0.8829579703881286,0.8501839959148679
