1930	1940	1950	1960	1970	1980	1990	2000	2010
0.00971665351460162	0.017286338092807517	0.013597120745503826	0.014540662937998293	0.012452791198842943	0.01125872056035122	0.010985582225373436	0.011157832047853197	0.010304265636893056
0.011629786612560854	0.013362980551293435	0.017635202733319606	0.01087686350894065	0.008383366689265355	0.007333952751508919	0.006910058047203671	0.005603426847195531	0.005503168266093439
0.002203092514395254	0.002515725814397742	0.009663489846513306	0.011924621009713912	0.012145780690910863	0.015605579616842755	0.020865410745083548	0.027694591234077224	0.038037903309923286
0.022055936412670372	0.021924949020576925	0.026662709626993474	0.030424389774234065	0.03001487131996708	0.04039624297134346	0.039493541931681135	0.03770324815488354	0.0370995805459698
0.009068645863168122	0.01526324143191087	0.016999957264995792	0.012726984532327295	0.012903022429137536	0.012621280483725511	0.011980732529588861	0.010887788374065626	0.011175722936256464
0.009034670307991505	0.007118237665491544	0.006103516903976556	0.00574550136932568	0.005177148343854203	0.0038423926057887074	0.005062382993456672	0.0036785611938360907	0.005383573458440809
0.0056672229223871644	0.00659414895001504	0.008442279595694362	0.0072924971034448215	0.010405650593590304	0.018964673910565787	0.023679949697348556	0.031068425399188453	0.03590628002926445
0.11257694675235162	0.08662777949001288	0.0499593008273486	0.033865394260138924	0.023222848328917703	0.017942661505396872	0.013523170602727652	0.007933564731171142	0.006165350816161121
0.007469264874600962	0.010169624406989057	0.010354193516147582	0.010271137071728477	0.012560013397997368	0.011232939662365786	0.012428661943426535	0.01307730028358706	0.01246364211851075
0.005300050538542661	0.008007689196867129	0.0063643582748339885	0.009114802684386707	0.007549821814527797	0.010561866582942886	0.013659116374447779	0.009161541651045536	0.010628936576740983
0.04294279707670781	0.043403677136363845	0.043452629028562895	0.04011611090834806	0.04259453929065652	0.04728436504236988	0.04362343188429608	0.04172609872869396	0.0332977527565893
0.005268780966264474	0.003805734496463241	0.004258601416200206	0.006698622857694295	0.007684058865702941	0.010118050466336327	0.007481282910636951	0.010599419328436485	0.009081794549148288
0.02127743245148495	0.01646313420951628	0.014983501854030891	0.014463588100938465	0.012476977485994674	0.00860508070341753	0.0063851379159546	0.004676059062546377	0.004492642441025107
0.00014470037688183829	0.0003315298005332321	0.0002862931990432185	0.0008534255732192252	0.005056829747111308	0.011243665986385107	0.021204201030995514	0.027178256634470155	0.03136143574255881
0.007758052708525353	0.008103959221503546	0.006172020961950989	0.008057037497850859	0.007669833645556067	0.008976726477217109	0.01108736521500853	0.013182359103714484	0.01061974707388221
0.0019523086699588098	0.0028250235847198935	0.004203795092763798	0.00792861262192667	0.008559625656472029	0.0305875051717573	0.04921689790914212	0.06962805370556906	0.09733890765367482
0.004916951977188913	0.006029418819636356	0.011552554671957076	0.017895906410703624	0.039906036567378254	0.06550668194038194	0.0696491817171793	0.05582911433911618	0.052124492920282074
0.013964547296518276	0.017438492498207545	0.012636855561269573	0.017475333843006226	0.018552784204051247	0.01897547709636168	0.014876181173744207	0.01669935451338539	0.019882892910854988
0.015478247845768464	0.012213327284227842	0.016948693852741156	0.015410702960457396	0.010665071841429178	0.00962479518541673	0.007815778311792492	0.007600271273348885	0.006092829715827306
0.04593285420586902	0.04339939119929827	0.05019765948483879	0.0493097691824994	0.04432817553829467	0.026320635349833928	0.01527041617997005	0.015294675279973535	0.012075449899356971
0.01659124949074044	0.016424671784877665	0.013678812828003933	0.010773718289026905	0.011078177790721521	0.007649118968361226	0.007126000397663991	0.003968940895113656	0.0031873027700765064
0.03353597080651253	0.03786528199660769	0.0341139681709378	0.036234914711810125	0.03647126153384007	0.03375694216698001	0.03635238535348205	0.03399919613600595	0.029052643622961852
0.03402944218265194	0.028751748451299918	0.029149895395404052	0.02088865091720014	0.019076512604284657	0.015292176328891419	0.01634316532432805	0.014570959416125958	0.012735645064806069
0.004291384700541345	0.00437821079691206	0.008400200561135752	0.023713739460305496	0.03601858582184601	0.037435640354279535	0.0376027679194757	0.04710231529410338	0.03482416148327666
0.00820587475245779	0.010127094615764904	0.012878535393398553	0.015425041111674065	0.01582969713477644	0.012915164265161944	0.010183795104763771	0.010304093954261608	0.009065588843319426
0.003093965076745454	0.004226665164282091	0.00234274305341402	0.0021087976975542764	0.00391099565621673	0.00492347405524765	0.00734814670145593	0.002479520009562576	0.003061917370811088
0.010344213231474978	0.010750894468043967	0.015307793151442175	0.01228487541256477	0.011624794892339526	0.010082039008539606	0.010269375282007978	0.008592832932296703	0.010632601523971755
0.023256062065690773	0.03595377805634581	0.04179677602686369	0.028872471138595795	0.019948341286203885	0.0066511699685003825	0.011365709280237045	0.0062759439977578034	0.0078174651965137
0.03194834550946351	0.03399850116807495	0.04800273547006584	0.06780487085267728	0.057911050564836024	0.04988459605232943	0.042731622857306945	0.04024265992497128	0.03386876164102829
0.0045391298740628805	0.0034562486097022838	0.005192028537369754	0.010634679628457135	0.03353644674758593	0.03031078978648848	0.02173730302698739	0.013768151518713065	0.00884891078910587
0.10681470293499633	0.0819568183409066	0.04649387523448411	0.028211659574507022	0.02088459770290403	0.023528111601903295	0.018819430297511163	0.011002955125942836	0.008342041160794251
0.03845898532431814	0.03161303586208385	0.03305766054705917	0.0322370664566498	0.036303334390736214	0.030604561529884455	0.032824890779622154	0.032634034893607736	0.03138152942938344
0.02504172798084328	0.023305511961042507	0.025755377622722845	0.02076610641904282	0.022302647146854114	0.021879468789938274	0.021823663322339308	0.020659663820452815	0.01887645820063557
0.009431650242679232	0.008017961985129671	0.007758483243406852	0.010894992949098839	0.012294789158055071	0.01897967978717379	0.017482002395790747	0.01575254723495607	0.03875459069408933
0.002031157416910323	0.001077109872965928	0.0014613797030351024	0.003225922917507782	0.00194305362182755	0.0013056552648701278	0.002614991055923439	0.0017405693572259066	0.0018550578925302414
0.009502715306748018	0.010150422418376125	0.00949738831781302	0.013887232735678068	0.021285781805772768	0.012849904487603122	0.014762090715283041	0.013711698056085193	0.011239004677116565
0.019299515582394743	0.015522357870911323	0.016088915731468374	0.02377218950038981	0.025880707224216284	0.02367788283934014	0.02004785131718105	0.02043450228465303	0.02022758684704275
0.021111925925129473	0.022220966607027843	0.019293768319396536	0.022781587498600528	0.024219242208014944	0.02007025456972265	0.021519408352421582	0.02033924318967241	0.020390531029884633
0.0056191461753941074	0.007151188229273338	0.006996833002867249	0.006597084662533706	0.007893210809651831	0.010557840878597426	0.010879484877825078	0.012922711515921002	0.012235891599926956
0.023333537824383882	0.020077024322186422	0.013268907364507152	0.010216105712057172	0.007531538061604488	0.00890729620304929	0.008320253195153166	0.009225711551077377	0.007759081922507176
0.013440733635807998	0.013047459268397687	0.013781905913732025	0.01040692876497429	0.00732300831324695	0.007556912398079628	0.0061838372986958165	0.0050798618262887845	0.004500807026877159
0.0007114034306084547	0.0017950545988123577	0.0017383012160655674	0.002270288220434087	0.0016375596903153008	0.001945910161945838	0.0027407413751641624	0.002502826468428958	0.0018354076214249357
0.039633194930943395	0.050469229259709626	0.049541121042198266	0.06167560531704698	0.06125869341192794	0.04866776942300639	0.04900089811419173	0.05229106965958329	0.049510674241944115
0.002092258883241984	0.0030611549403869996	0.014745854816665826	0.01657305605329964	0.011409063413909593	0.020664568894520827	0.027547699995123645	0.021056848297490372	0.02651794370411134
0.10452324313280274	0.11973910576629646	0.12714861504307537	0.10141859111807973	0.0929851433185895	0.09484400525717208	0.0895833464828413	0.1019807634496761	0.09774156508930354
0.010806580811106237	0.01061667037981299	0.014072836091287197	0.01797640862963054	0.01726102628668565	0.01481307837305266	0.009282532073025948	0.00815770639463102	0.0073744076609371665
0.011655764927821577	0.007879203851445655	0.014512784764070348	0.023180634811395904	0.011459239323573171	0.008728233114183548	0.00994939975287035	0.016624576373190206	0.008735771526278541
0.016842069055844438	0.02660740823277673	0.02897201821904306	0.021977896628963888	0.01887712423200159	0.01298828180757855	0.011395085586265861	0.011280395541555887	0.010095524313608252
0.006372392326440754	0.008861836902729365	0.008208104258052063	0.012339413903384621	0.014534532716444231	0.015763975997815007	0.013241118763140979	0.014894141111403502	0.014099624586367843
0.009082712572806375	0.008012981346985852	0.006267646502329638	0.005857504697976781	0.005000595481360753	0.005762203595474953	0.00572252166286405	0.006023617883088371	0.006395133111911997
