,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,micro avg,macro avg,weighted avg,samples avg
f1-score,0.6141935483870968,0.5155875299760192,0.6326034063260341,0.6502209131075111,0.49104320337197055,0.7685483870967743,0.4653465346534653,0.2413793103448276,0.28965517241379307,0.6736641221374046,0.19444444444444445,0.2557077625570776,0.4592833876221498,0.41509433962264153,0.3713298791018998,0.4411764705882353,0.4736842105263158,0.5984767344995835,0.46782133072221527,0.5830637073892486,0.6111212121212122
precision,0.6372155287817939,0.5429292929292929,0.6914893617021277,0.7030254777070064,0.5724815724815725,0.7545526524148852,0.6064516129032258,0.375,0.375,0.7293388429752066,0.3684210526315789,0.3888888888888889,0.6064516129032258,0.5,0.5321782178217822,0.5454545454545454,0.5294117647058824,0.6630191166776532,0.5563700249588832,0.642321355990306,0.7133712121212121
recall,0.5927770859277709,0.4908675799086758,0.5829596412556054,0.6047945205479452,0.42988929889298894,0.7830731306491372,0.37751004016064255,0.17796610169491525,0.23595505617977527,0.625886524822695,0.1320754716981132,0.19047619047619047,0.36959370904325034,0.3548387096774194,0.28514588859416445,0.37037037037037035,0.42857142857142855,0.5453855330224487,0.4136912204982993,0.5453855330224487,0.5935227272727273
support,803.0,438.0,223.0,1460.0,542.0,2434.0,249.0,236.0,89.0,564.0,53.0,294.0,763.0,217.0,754.0,81.0,21.0,9221.0,9221.0,9221.0,9221.0
