,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,micro avg,macro avg,weighted avg,samples avg
f1-score,0.6452674897119342,0.4740484429065744,0.5523012552301255,0.618490967056323,0.5606796116504855,0.7452282157676349,0.4270462633451957,0.13846153846153847,0.1981981981981982,0.6522842639593909,0.1016949152542373,0.2611464968152866,0.3103953147877013,0.5182724252491694,0.4032921810699588,0.43697478991596644,0.7142857142857143,0.5846714120178778,0.45635694609796673,0.5643336849100493,0.5949895833333333
precision,0.6678023850085179,0.5756302521008403,0.66,0.6995192307692307,0.5984455958549223,0.7096944151738672,0.5769230769230769,0.2571428571428571,0.3548387096774194,0.7321937321937322,0.16666666666666666,0.36936936936936937,0.5170731707317073,0.6290322580645161,0.5547169811320755,0.5531914893617021,0.6521739130434783,0.6525032329576944,0.545553770777293,0.6273261686367017,0.7003645833333334
recall,0.6242038216560509,0.40294117647058825,0.4748201438848921,0.5542857142857143,0.5273972602739726,0.7845078625509609,0.3389830508474576,0.09473684210526316,0.1375,0.5881006864988558,0.07317073170731707,0.2019704433497537,0.2217573221757322,0.4406779661016949,0.3168103448275862,0.3611111111111111,0.7894736842105263,0.5296146348777928,0.4077910683563222,0.5296146348777928,0.5744270833333334
support,628.0,340.0,139.0,1050.0,438.0,1717.0,177.0,190.0,80.0,437.0,41.0,203.0,478.0,177.0,464.0,72.0,38.0,6669.0,6669.0,6669.0,6669.0
