,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
ADJCL,10.36860716101993,10.61315130211929,11.076350748171462,9.699604283333382,10.418259236125976,10.29081755964632,9.847818227560344,10.732334196843201,11.512625559537312,10.928767585377935,10.378274705917239,11.278848777186255,10.156198355761447,11.368605083917007,10.704064461477111,10.482479764380834,11.72124805198762
CNPC,0.6394019958554642,0.6978523697742092,0.7696789996921368,0.6529264460869577,0.6238326250522441,0.6308733021299794,0.6832523780586355,0.6759238455192572,0.7446689334802531,0.6274439658562388,0.6785391568815778,0.6370297135218638,0.6162303142207962,0.7042041544325388,0.6150122620310139,0.6928329619216644,0.6090137138804431
CNPS,0.5624198920400756,0.5923225396305516,0.6203008300244497,0.5576827655399539,0.5563795834830545,0.569587254216435,0.5728123990429594,0.5895638568834064,0.6998517364553766,0.5561142375765469,0.6074266500467546,0.578103147718032,0.5484662265084496,0.6097865644600742,0.5478540618530676,0.6155226655211743,0.5853670745568873
DPPC,0.2815307980295216,0.28337912788782993,0.28690684710645437,0.27966944448057873,0.28505151871801626,0.28544449406722117,0.27764811769552955,0.2845081436356303,0.2906653458432864,0.29310112619334566,0.28676580857181977,0.3010640587617888,0.2908663166398047,0.29413625721272074,0.29072297807207753,0.2829634934758081,0.3083222302515534
MLC,6.364846539499725,6.643799570851942,7.002603068814473,6.570527511117288,6.376821948196348,6.416010274291265,6.673601718167671,6.582109828083149,6.668162781521961,6.423506266822639,6.644406832246187,6.491981622609799,6.466549430962291,6.648946607105399,6.367220189907928,6.590035500016071,6.284262797831935
MLNP,3.028403170406783,3.0555281837806634,3.11272305702402,3.0620754084380244,3.0457959067407696,3.047104454781138,3.0556527065627734,3.0560179347712944,3.0526807795070736,3.0527790302163575,3.081373513339467,3.076013200050805,3.070160979820555,3.075916849316905,3.0500199653576394,3.0455466822975668,3.056850636946556
MLS,5.596988738403478,5.652575967939099,5.670777472625173,5.600212089088065,5.689662021076355,5.775828375089343,5.562419453666974,5.700942716221806,6.211394978726409,5.646002254440441,5.944546379502039,5.874907251752996,5.741460713985197,5.755388878151927,5.668146189306317,5.830445474200656,6.068608442095355
NPPS,0.6577687365469926,0.6848779140211331,0.7104450212013221,0.6480467336369543,0.6545170703199915,0.6631265396614994,0.6620066026782858,0.6820924339290598,0.8015521908194461,0.6496099560904466,0.7035495481244747,0.6746656877389631,0.6358612627590853,0.7048664781720675,0.6432393741297128,0.7131173859741392,0.6867795958548468
PASSPS,0.024640465734992373,0.024302434081033324,0.024006871642865378,0.02039721415743827,0.02337471570458095,0.023905626714168817,0.019894292185287148,0.024678170715532573,0.03486580703667052,0.025366068425023668,0.02162806923686959,0.026122457451427068,0.021400275100495598,0.027996260984285832,0.023413825918991323,0.02828391135786903,0.02321199199525522
SCR,0.884335262411874,0.8590070201314134,0.8214239002872126,0.8565466185519413,0.8966666140027677,0.9036325366220125,0.8399939209735426,0.869371863628827,0.9338656021072022,0.881474946855012,0.899387350461103,0.9078869815913985,0.8917370592831985,0.8718353108893135,0.8955004241490993,0.8871188824904455,0.9719042487758587
