Action	Adventure	Animation	Comedy	Crime	Drama	Family	Fantasy	History	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western
0.0063112321290431745	0.010768901815015611	0.009197773758982076	0.014126176332150223	0.01458896355078776	0.013898002503270123	0.012440053539607657	0.008545762896843216	0.011935245306426239	0.006503842671461807	0.006367838871686492	0.012394997396075722	0.010682629089355591	0.006589509913900344	0.012861962913549428	0.023422771139944495	0.0024499866064039426
0.01506748488129114	0.028060778109037482	0.015142281330221845	0.007551967966424104	0.006136622577676102	0.00972912293700517	0.012245344244249357	0.00858906987362865	0.013441066570390214	0.008348740404839662	0.009262455862755654	0.007320097208439828	0.008901848600146676	0.012826781112083664	0.009867583421571777	0.026099571634397547	0.0017937066700957178
0.03152564739563319	0.005211366193234999	0.0036594158335375346	0.016265774526986458	0.01662118448374063	0.018698332200952586	0.028914101013255752	0.0016876719677282393	0.006392914718967615	0.003609716648904841	0.056048964978917815	0.0070372400755598355	0.027788057267443347	0.003715635656995863	0.01663386928167372	0.0012479968937572342	0.00289973720079322
0.02022453706768924	0.012306920706253822	0.013137444132217867	0.0462148015141389	0.03771393830183912	0.030852968888917642	0.021099343292712413	0.020796699752281753	0.006188100515750699	0.023557058756597443	0.029714351986622693	0.034094358948176424	0.045865000067113484	0.02460689466134974	0.03991593022825451	0.011975024231518706	0.003757614278411838
0.018703264346734916	0.022673956818560256	0.01493755352998596	0.011513016579997908	0.012237541281487345	0.012336737296037893	0.011030114717025443	0.009461706119012255	0.0105787713719048	0.009811968079088974	0.007424303496409115	0.0109439085939269	0.010157793596389584	0.02566356765000926	0.015581242906551994	0.029467548756560512	0.0047962631067302725
0.004574993374260388	0.0029287162584042702	0.0029762764720458568	0.004200720062662889	0.011660957962485256	0.006841598179752126	0.003123074828430989	0.0022445292536660603	0.009058577156164106	0.0027022355764220827	0.003342965196421053	0.007096494901386258	0.0048436741537985625	0.0032733543777126186	0.007953969460309586	0.002966713821265747	0.008289080576140445
0.012923235669058631	0.012733823040278302	0.01476054665246931	0.017689654101964842	0.012925263551223535	0.017546638051488317	0.032563214554189694	0.016324367953515925	0.005578584795717382	0.01662556854614954	0.008094938429321177	0.011223434103848552	0.013490171270111269	0.01197408409818822	0.01823355357769122	0.007566466406377045	0.0057897217098389735
0.01575025395936713	0.03614818637704008	0.02052647942452155	0.04923373744026426	0.035351607742404874	0.03730794784414696	0.0382370824605346	0.037646321217369376	0.030628428592482333	0.03467327227141024	0.07838638524091904	0.060077504226007654	0.06746255541294935	0.02336303547807709	0.030138837482406495	0.041527247191680765	0.02204085554627066
0.006468821885145973	0.004650118838783694	0.005671604450669559	0.008195065863960942	0.00950397592876383	0.011226797321216465	0.006011809613615274	0.011851224608114299	0.00457145213726631	0.028157023307411773	0.004336459086764302	0.01921701489944446	0.007991460028040446	0.03166818391247191	0.0157168786549165	0.008208692909159408	0.002867994470318814
0.00512376864033177	0.02483174226115567	0.07753818981789622	0.012186427059611031	0.003686928376094447	0.005360196651971404	0.05570477972252113	0.020634638565058552	0.002636772617997201	0.008469101093541995	0.008612312780158355	0.005251243217214312	0.0052735442335131825	0.010566913008461796	0.00440258076933164	0.0030228711851510194	0.0042419996369613445
0.024188918202317167	0.035440271283719696	0.04795988587152984	0.057926521359196334	0.028356988944713616	0.04288984107603825	0.06968467871021372	0.045578728294922786	0.028928264287326377	0.024197296070938762	0.0475941385256716	0.024819731048233207	0.04336191855982106	0.02050655886005735	0.023491932039040667	0.04066846741666687	0.036576530544007335
0.003231499564552246	0.00395976751387643	0.010168771378760872	0.008415396645197472	0.0044662625972900554	0.006764582671051893	0.00600314566571256	0.006951323372617354	0.004041545591391557	0.01246781586151275	0.005057872231255101	0.010240320188355087	0.006411352060124959	0.010131425278515535	0.008425336828207081	0.002273706583888939	0.0013120904339691017
0.0036374857413187136	0.008181520529606977	0.0034799034494449343	0.01293647917292472	0.012502290355580344	0.013617539447748916	0.002531797995795463	0.009530739966667527	0.014727039211999495	0.006777015525618272	0.012518409589534181	0.013590376209518473	0.01647524043774264	0.002930292856486502	0.00719304000920821	0.007716612486422733	0.0021789418850171926
0.018842610059515694	0.004532130720160222	0.0024059246010183057	0.010198517553155395	0.027079487653468404	0.010742293244788549	0.0014213152290693087	0.005049126813859302	0.002622028619705396	0.01829377338532091	0.0004910200131023585	0.009306290298735911	0.005849353301589562	0.010250945805740302	0.02473174757127196	0.004477338418200077	0.0017123608566874682
0.010647594911287053	0.00914399932595598	0.014240489641069647	0.012745638380162117	0.0091058127391554	0.00789992479547394	0.0204011495079393	0.008155629993001599	0.003704438821739989	0.004810712639588576	0.012307503982462813	0.006135531544575692	0.00824821568633264	0.008662241260595067	0.0072578201748368446	0.005211248050667342	0.00984228871344458
0.02800696112282729	0.02523521375670529	0.05313619982394836	0.04779572163049994	0.025658155438465616	0.02387478392320698	0.05620917927564805	0.03652659386284406	0.0033942930337428246	0.04170117079218978	0.013010003073626679	0.02434881241373969	0.03379554516131516	0.04155959544510733	0.040741612999397325	0.0047216558723837294	0.005115937372929664
0.07713366171268501	0.032735454058811904	0.024078536914582296	0.03449790904367804	0.07336798504896772	0.03025598059840365	0.01669441837562787	0.030269997245879345	0.01864725303293528	0.05459614371644649	0.006001812652063078	0.03496320253198718	0.017490264184531926	0.057112180543201746	0.07389493023899839	0.026805733028018745	0.02460852974319255
0.00721758218218828	0.008225689531832838	0.01115649385700058	0.01370031007605643	0.014842926860876002	0.012398772339016258	0.014857791901662991	0.02887597581298155	0.00671012419576015	0.06532762773077472	0.006829479493328272	0.044025052253398214	0.010653746652256315	0.0177220155832241	0.029616224360146003	0.010818965664112216	0.007627043885028705
0.01746573419335418	0.03739445645159482	0.0303901388635388	0.009668230742020894	0.0025189987467329265	0.009996354102104008	0.02507198015860736	0.028164467146188917	0.07377523449093996	0.004562109430553112	0.012484866799641845	0.003890958488583686	0.009804630918003591	0.005433775558186946	0.0025101341164015566	0.012554064258735183	0.003339507521140313
0.010610278210030992	0.015101425885407735	0.008445865105060785	0.04103298598122793	0.03043901877667819	0.034481500558287616	0.013874768593547764	0.02117395775768661	0.02536098949432345	0.02011293312561017	0.0361353909078189	0.028298391369201613	0.029416740800650078	0.01294106446996431	0.025916776645902615	0.02931746419981062	0.01412009592432517
0.006958029092562962	0.018942905005966067	0.013953052895109504	0.009784321123433042	0.003972560533868602	0.01086164375455529	0.01829548535228855	0.019276658757168292	0.04003569023349183	0.007917974784312049	0.015346828896072152	0.005678703306412538	0.011103320941165878	0.004580642225804405	0.0038475443955661125	0.011348730779521397	0.006591493574408837
0.02006881049347922	0.036811946196674536	0.06844182293507514	0.03219866592873225	0.017957596626786487	0.03920402275405932	0.053594028443812655	0.0685965595499022	0.03582369899401425	0.024744095081808283	0.07847438167239777	0.02732259224022024	0.04739629505473738	0.021597315917202233	0.01773019085684087	0.027158708828348893	0.016606023197710033
0.010768549854959189	0.010851581321665575	0.006993106639155645	0.026520147678922405	0.012703176787904275	0.022983106116470687	0.012876687693792965	0.017344231108616763	0.018585986310657953	0.009326972429386515	0.03635498065242588	0.01265260725700524	0.038552669785855365	0.006418644043166665	0.010471437342005039	0.012133580263698577	0.01263571846471797
