1970	1980	1990	2000	2010
0.00966244101386468	0.00894820572966068	0.010171447373997935	0.01139663586531051	0.01027860877370345
0.008229040138781753	0.007728067502071227	0.006564837191575893	0.005820545834034451	0.0065073524400298295
0.007767382464803344	0.008838348150028933	0.009083207361082287	0.00982057191357306	0.008378899328290293
0.011208344333756115	0.011422468076738962	0.011601575002316657	0.012715051490303345	0.012002462079759793
0.013404979156204103	0.01076689888192431	0.010597463293502996	0.008746068084981245	0.00985421238228093
0.0006580110868996878	0.0011386655647806175	0.0010280672819078498	0.0015812067873077478	0.0020469784039720603
0.009622501104463485	0.009236714617482	0.01000246602881394	0.007283751303952613	0.008155615137874238
0.00768193554994279	0.013916264791819961	0.016918055847281524	0.02296872003948291	0.025022238144184517
0.03425563923107318	0.023211930984049084	0.018940740980715333	0.010853554586580811	0.007829781561738603
0.010662591663532067	0.011551974344609986	0.012365056362855372	0.014088444460320194	0.013057294388983114
0.007997122798201126	0.010824650861214778	0.013127868063926686	0.011399699652522601	0.011218796315027504
0.021017108547480182	0.024335724811810833	0.024668782243335272	0.02439227889773841	0.02204391321229423
0.020626745478369422	0.01982911739519889	0.017814316171203198	0.01509081141146899	0.01184990611255381
0.007650662594612407	0.008748862186337207	0.007427999709695229	0.009395592023702775	0.009895049302180213
0.004437872177213865	0.010342372797697019	0.02057322106691588	0.02714640577073122	0.03254393018070322
0.0025213366772578335	0.0035498089462665705	0.004437987927230842	0.004524026690221574	0.004647478923955082
0.010867084934188835	0.013663113589510818	0.010728643968073071	0.011797116059248243	0.013901493760879218
0.006128426079244525	0.0066372465576724216	0.0052140121172925555	0.0048404995314610495	0.004656832027674573
0.00423829649834693	0.012841667781625841	0.01740529803234273	0.030979350173932482	0.04569059095275116
0.036798712727443304	0.04060773823953192	0.03833309217884596	0.04214920240116512	0.042614838834169916
0.035864372929952704	0.03169237368132639	0.03126711935105206	0.028587375764771612	0.026523974854684954
0.01708719749642632	0.01565949039101244	0.011915383423981615	0.009494802949382552	0.010272103473616581
0.0482459886442713	0.02666703066808227	0.015289403039990107	0.013841785782915797	0.009775165868045428
0.030046036916227065	0.032041011844099306	0.03363487704126276	0.03098905123490109	0.027581661851629472
0.01095363848819474	0.011269806632845611	0.013985772522155134	0.01164947942053561	0.010295607613923771
0.01715964649466832	0.015403591843959088	0.016881548406804	0.016179299508825466	0.015323930956322873
0.02077831967471426	0.017805144936360276	0.020913957784644378	0.021277654615346708	0.015967253888389477
0.00837002457541952	0.008576146843199696	0.01463572498988213	0.009039695728427687	0.007731277814798584
0.006363211793917623	0.009325253649093122	0.014079112962971605	0.016060462424767632	0.020302428715352455
0.03643699033856563	0.057251591371201595	0.050628288343702026	0.028352505657918553	0.021466420095059804
0.011145022875669753	0.017279833450561097	0.015867202707441696	0.016131384253035702	0.03171313673724724
0.027068273289500597	0.02339380221736419	0.015251118660079737	0.012853952915757553	0.010173297437356794
0.029378418627292183	0.01937779392991962	0.010038958959737623	0.0049327519435008035	0.004626699770116809
0.030504821387932597	0.024834516185456255	0.02563014565783563	0.025024112388983045	0.022600899077943815
0.02869722423906758	0.02764566140491969	0.028545837510820765	0.02800523112116499	0.02616480619796329
0.001991255884233226	0.003255291769527697	0.0025532976060811557	0.0018140077321429347	0.0030279961277561414
0.02230639262249659	0.019583627355146085	0.021443998942955612	0.028020654786014124	0.02265594352691126
0.017340763699923444	0.013211709384069013	0.011324482217185676	0.010647133146347132	0.009839332336453524
0.011185596072504302	0.017748466753202522	0.030395098760965515	0.037157382705345486	0.048313451892086065
0.008588746747690435	0.01122391210174871	0.010754088612423942	0.008259691129273376	0.009976191024179473
0.009974508544093253	0.009364753514221556	0.008924080711503395	0.009902947614751459	0.009361460203955651
0.024855054847337365	0.023563710857100104	0.023998535509687193	0.02006108871567301	0.017836160143936474
0.007864361344912557	0.01033828666770078	0.009890119322508563	0.012194623625818806	0.010769371691268596
0.0015532629038863075	0.002324557610250077	0.0023717364075476104	0.001832320424449656	0.002661894318333532
0.008238672695075451	0.009578044955735922	0.012758656603552083	0.01825244656695784	0.027730192451321883
0.00681331466557055	0.005505211413552824	0.006030175929847453	0.003568942223210116	0.003448129330581657
0.0009950479190573111	0.0013850128302713893	0.0017590393947682326	0.00137245121683864	0.0013269505005350027
0.05024517443838218	0.054714315013475553	0.04688733492185457	0.05008338906145297	0.046538027511016364
0.01236361453703742	0.009758249140291638	0.010234358908891747	0.01294965152021833	0.009863471940099018
0.04603391672401335	0.03632234286806009	0.03239808947392081	0.03287324391624733	0.03382504702315205
0.07436214603954697	0.07231049228686745	0.07640604203637692	0.08992595470850193	0.08243682412811464
0.0215549047455785	0.01107573665410969	0.011640959302662008	0.007520563054425525	0.008775883977223765
0.011277136968613013	0.01982282684957109	0.021319434428213754	0.014260701859213404	0.010462570025037381
0.0013133021395169476	0.0008214057096642404	0.0023367564601704926	0.0015321676090516764	0.0009770383429902009
0.019484386736193758	0.015114535751372817	0.013238878584452328	0.013002178141921658	0.011812501045030767
0.014781110890373397	0.01597935453306597	0.014349731534072669	0.013881593126071665	0.014797528168732593
0.0074994292566718124	0.007928319570316244	0.007410465742210651	0.008061474568301011	0.00665058502800599
0.01625420701881968	0.01721034508129829	0.01845824603526089	0.022318961766531458	0.02567660689725222
0.008622438545808695	0.01434012733787536	0.015751398985149764	0.01227321099265455	0.013289302646353753
0.0009658319851646804	0.0011564731320735544	0.0017964040024652976	0.008824141100313545	0.005232603104216409
