,1930,1940,1950,1960,1970,1980,1990,2000,2010,micro avg,macro avg,weighted avg
f1-score,0.5517241379310345,0.37960339943342775,0.41262135922330095,0.3375314861460957,0.33004926108374383,0.29608938547486036,0.2865497076023392,0.3272727272727272,0.4974358974358975,0.38128654970760234,0.3798752624003808,0.3805038724404515
precision,0.5174129353233831,0.4110429447852761,0.37610619469026546,0.319047619047619,0.3383838383838384,0.3063583815028902,0.32450331125827814,0.29439252336448596,0.5574712643678161,0.38128654970760234,0.3827465569693169,0.3851319760885331
recall,0.5909090909090909,0.3526315789473684,0.45698924731182794,0.3582887700534759,0.32211538461538464,0.2864864864864865,0.25654450261780104,0.3684210526315789,0.44907407407407407,0.38128654970760234,0.3823844652941209,0.38128654970760234
support,176.0,190.0,186.0,187.0,208.0,185.0,191.0,171.0,216.0,1710.0,1710.0,1710.0
