,1930,1940,1950,1960,1970,1980,1990,2000,2010,micro avg,macro avg,weighted avg
f1-score,0.5507246376811595,0.35000000000000003,0.3730569948186529,0.34433962264150947,0.33608815426997246,0.321525885558583,0.30809399477806787,0.34883720930232553,0.5118733509234829,0.3847953216374269,0.3827266499970837,0.380231484631869
precision,0.5,0.36416184971098264,0.36923076923076925,0.3201754385964912,0.3465909090909091,0.329608938547486,0.33146067415730335,0.410958904109589,0.46859903381642515,0.3847953216374269,0.38230961302888394,0.3807444703293809
recall,0.6129032258064516,0.33689839572192515,0.3769633507853403,0.37244897959183676,0.32620320855614976,0.31382978723404253,0.28780487804878047,0.30303030303030304,0.563953488372093,0.3847953216374269,0.3882261796829914,0.3847953216374269
support,186.0,187.0,191.0,196.0,187.0,188.0,205.0,198.0,172.0,1710.0,1710.0,1710.0
