,1930,1940,1950,1960,1970,1980,1990,2000,2010
ADJCL,11.400922199759897,11.521129191182602,11.752423686004363,11.113578652781719,10.862777833668689,10.258315002325316,10.482431319601524,10.704042187519304,10.676784672037185
CNPC,0.7075556979894762,0.6720957034403167,0.65921596831059,0.6437581953610259,0.6347205294060092,0.636155363475149,0.6392254758013758,0.6175202223208212,0.6240587405741369
CNPS,0.6597174900674023,0.6198352810193057,0.6155253001371355,0.5898468451957842,0.5823861525872702,0.5459010562688801,0.5504564035418261,0.5378874895867531,0.5284249174969424
DPPC,0.3010936418200207,0.3063664816573192,0.3025903023765944,0.29053976528076325,0.28828402713543366,0.2789670304602019,0.2809883395253045,0.286377421436273,0.28932664451778267
MLC,6.764601112359572,6.646880240080454,6.504613075018721,6.4368812995548526,6.425471864126724,6.419465104325914,6.405942814668621,6.298667727571655,6.351739682507066
MLNP,3.090207458016611,3.1019633930613724,3.072978215584671,3.054578481545368,3.0563400346899674,3.0307579757983163,3.0359159285724444,3.0284589245481355,3.0330079267302392
MLS,6.231393734947221,6.151319798161526,6.08233538203318,5.874433883533912,5.870014594123381,5.513799986200278,5.489050778903571,5.463849557507313,5.358562597743211
NPPS,0.7598834031029618,0.7172003011020603,0.7199020346187088,0.6905177303525168,0.6821615534757868,0.6388462884184805,0.6425029914935597,0.6307226982789019,0.6161153156401952
PASSPS,0.029732692459412423,0.027238987336022015,0.027449654008314346,0.028668149484250467,0.02729210358716871,0.023935440600540186,0.024265725463804576,0.02268400390640675,0.02163765963079335
SCR,0.9221139102480251,0.9303504307174629,0.9419821758214777,0.9158468762184018,0.9182895136976766,0.8656434497711253,0.8623311591670917,0.8719540350568266,0.8488615122183576
