IMDB-ID,originalTitle,startYear,genres,documentLength
tt0270933,Escaflowne,2000,Action Adventure Animation,5516
tt0271653,La mula de Cullen Baker,1971,Action Adventure Western,3774
tt0271732,The Pretender 2001,2001,Action Crime Mystery,8895
tt0271972,Arachnid,2001,Action Adventure Horror,4668
tt0272036,Deep Freeze,2002,Action Horror Sci-Fi,5184
tt0272147,Vampires: Los Muertos,2002,Action Horror Thriller,5200
tt0272575,The Day the World Ended,2001,Horror Sci-Fi,5029
tt0272822,San tau chi saidoi,2000,Action,2180
tt0272880,Tekken,1998,Action Adventure Animation,5468
tt0273041,13th Child,2002,Horror Mystery Thriller,3524
tt0273255,Hansel e Gretel,1990,Crime Fantasy Horror,4996
tt0273268,La mansion de las 7 momias,1977,Action Fantasy Horror,4759
tt0273302,Junk: Shiryô-gari,2000,Horror,2506
tt0273517,Darkness,2002,Horror,5125
tt0274546,Hellraiser: Hellseeker,2002,Horror Mystery Thriller,11043
tt0274626,Fan yi cho,2000,Fantasy Romance,3498
tt0274659,Mermaid Chronicles Part 1: She Creature,2001,Fantasy Horror Thriller,6202
tt0274715,Perseguido,1993,Action Crime Thriller,7020
tt0274735,The Pretender: Island of the Haunted,2001,Action Crime Mystery,8181
tt0274761,Halloweentown II: Kalabar's Revenge,2001,Adventure Family Fantasy,9032
tt0274763,El robo de las momias de Guanajuato,1972,Action Fantasy Horror,4478
tt0274833,Shantazh,1972,Crime,6677
tt0274944,Teen Devian,1965,Musical Romance,9610
tt0275067,Wendigo,2001,Horror Mystery Thriller,6691
tt0275230,Blood: The Last Vampire,2000,Action Animation Horror,4155
tt0275256,Chermeni,1970,Adventure,3683
tt0275277,Cowboy Bebop: Tengoku no tobira,2001,Action Animation Crime,7878
tt0276011,Children of the Living Dead,2001,Horror Thriller,7147
tt0276016,He-Man and She-Ra: A Christmas Special,1985,Action Adventure Animation,3966
tt0276499,Katarsis,1963,Fantasy Horror,3096
tt0276816,Below,2002,Horror Mystery Thriller,13857
tt0276830,Blueberry,2004,Adventure Western,3687
tt0276899,Dead or Alive 2,2000,Action,2681
tt0277296,The Scorpion King,2002,Action Adventure Fantasy,6961
tt0277412,Unspeakable,2002,Horror Thriller,6841
tt0277927,Noires sont les galaxies,1981,Sci-Fi,2977
tt0278291,Ajnabee,2001,Crime Mystery Thriller,9882
tt0278723,The Skulls II,2002,Thriller,8542
tt0278781,Tumannost Andromedy,1967,Romance Sci-Fi,4390
tt0279364,A Reencarnação do Sexo,1982,Horror,2895
tt0279474,Tomie: Replay,2000,Horror,3522
tt0279688,Beyond the Wall of Sleep,2006,Horror,7231
tt0279730,Children of the Corn: Revelation,2001,Horror Thriller,3295
tt0279976,Nahota na prodej,1993,Crime,5479
tt0280030,Return to Never Land,2002,Adventure Animation Family,6322
tt0280427,Anakiseuteu Anarchists,2000,Action Thriller,4614
tt0280453,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,2002,Action Adventure Sci-Fi,9030
tt0280496,Yuen chi mo hei,1999,Action,5794
tt0280507,Buñuel y la mesa del rey Salomón,2001,Adventure Fantasy,4641
tt0280609,Dog Soldiers,2002,Action Horror Thriller,8000
tt0280829,Keizoku/eiga,2000,Crime Mystery,8454
tt0280962,Mr In-Between,2001,Crime Horror Romance,5701
tt0280990,Nid de guêpes,2002,Action Crime Thriller,4306
tt0281019,Ostatnia misja,2000,Action Thriller,5660
tt0281048,Pengabdi setan,1982,Horror,2519
tt0281334,The Vector File,2002,Action Mystery Sci-Fi,4892
tt0281634,Balto: Wolf Quest,2002,Adventure Animation Family,15532
tt0281713,El Charro de las Calaveras,1965,Horror Western,3827
tt0281811,Disaster,2003,Action,4596
tt0281859,The Flintstone Kids' Just Say No Special,1988,Animation,8735
tt0281919,How to Make a Monster,2001,Horror Sci-Fi Thriller,7319
tt0282154,Servo suo,1973,Crime Thriller,2428
tt0282178,Earth vs. the Spider,2001,Horror Sci-Fi Thriller,4058
tt0282203,Tian xuan di lian,1999,Romance,7976
tt0282209,Darkness Falls,2003,Fantasy Horror Mystery,13959
tt0282418,The Rats,2002,Horror Sci-Fi Thriller,7870
tt0282552,Riders,2002,Action Crime Thriller,7607
tt0282672,Ladrones de tumbas,1989,Horror Mystery Thriller,3224
tt0282936,Sakuya: yôkaiden,2000,Adventure Family Fantasy,3103
tt0283027,Swimming Pool - Der Tod feiert mit,2001,Horror Thriller,6845
tt0283043,Teenage Caveman,2002,Horror Sci-Fi Thriller,6470
tt0283160,Extreme Ops,2002,Action Adventure Thriller,5810
tt0283242,Alenkiy tsvetochek,1978,Family Fantasy,3388
tt0283287,Chung chong ging chaat,2001,Action,5403
tt0283366,Gypsy Woman,2001,Romance,6865
tt0283426,The Jungle Book 2,2003,Adventure Animation Family,6870
tt0283559,Pressure,2002,Action Thriller,5641
tt0283632,They,2002,Horror Mystery Thriller,4393
tt0283877,American Psycho II: All American Girl,2002,Horror Thriller,9534
tt0283972,Butterfly Man,2002,Romance,5820
tt0284066,Shuang tong,2002,Fantasy Horror Mystery,6819
tt0284280,El látigo contra Satanás,1979,Action Adventure Horror,2727
tt0284303,Megalodon,2002,Action Adventure Horror,5697
tt0284565,Tomie: anaza feisu,1999,Horror Romance,7732
tt0284978,Cypher,2002,Mystery Sci-Fi Thriller,6161
tt0285242,Jericho,2000,Mystery Western,5950
tt0285492,Cube 2: Hypercube,2002,Sci-Fi Thriller,8321
tt0285823,Once Upon a Time in Mexico,2003,Action Thriller,5581
tt0285869,Pandora's Box,2002,Romance Thriller,7562
tt0286045,Batas Impian Ranjang Setan,1986,Horror,3025
tt0286098,Shu shan zheng zhuan,2001,Action Fantasy,6954
tt0286309,The Willows in Winter,1996,Animation Family,6330
tt0286594,Doctor Sleep,2002,Crime Horror Mystery,5639
tt0286623,Tung gui mat yau,2001,Romance,7881
tt0286624,Final scandal: Okusama wa okatai no ga osuki,1983,Romance,5055
tt0286637,Fushigi Yûgi: The Mysterious Play - Reflections OAV 3,1997,Action Adventure Animation,2612
tt0286716,Hulk,2003,Action Sci-Fi,14254
tt0286751,Kairo,2001,Horror Mystery Sci-Fi,3331
tt0286917,Requiem,2001,Action Crime Horror,3571
tt0287635,Poketto monsutâ: Serebî - Toki wo koeta deai,2001,Action Adventure Animation,5020
tt0287665,Sangre Eterna,2002,Action Horror Thriller,4045
tt0287811,You ling ren jian,2001,Fantasy Horror Mystery,6466
tt0287978,Daredevil,2003,Action Crime Sci-Fi,9467
tt0288115,Mein Stern,2001,Romance,2591
tt0288217,Shirobara gakuen: Soshite zen'in okasareta,1982,Crime,2555
tt0288260,Tôkyô Marîgôrudo,2001,Romance,4288
tt0288276,Une affaire privée,2002,Crime Mystery Thriller,7736
tt0288321,Yakuza kannon: Iro Jingi,1973,Action Crime,3696
tt0288441,Barbie in the Nutcracker,2001,Animation Family Musical,3632
tt0288477,Ghost Ship,2002,Horror,6156
tt0288654,To nisi tis amartias,1973,Adventure Crime,2830
tt0288704,Ta paidia ton louloudion,1973,Crime Thriller,4460
tt0289050,The Adventures of Dynamo Duck,1990,Family,10238
tt0289146,T.M.A.,2009,Horror Mystery Thriller,4398
tt0289408,The Powerpuff Girls Movie,2002,Action Adventure Animation,4873
tt0289424,Ring,1999,Horror,3845
tt0289845,Aks,2001,Action Crime Horror,6351
tt0289879,The Butterfly Effect,2004,Sci-Fi Thriller,16562
tt0290057,Scooby-Doo and the Cyber Chase,2001,Action Adventure Animation,5436
tt0290334,X2,2003,Action Adventure Sci-Fi,7621
tt0290747,Man-Thing,2005,Action Adventure Horror,4864
tt0291043,Haebyeoneuro gada,2000,Crime Horror Mystery,2853
tt0291082,Cinderella II: Dreams Come True,2002,Animation Family Fantasy,5952
tt0291180,Angel Blade,2002,Thriller,2562
tt0291202,Gewalt! Gewalt: shojo geba-geba,1969,Crime Horror,2109
tt0291229,Hard focus: Nusumi-giki,1988,Mystery,2678
tt0291235,Hentai seigi: Midarani ijimete,1991,Crime,4358
tt0291272,Iyarashii Hitozuma: Nureru,1994,Horror,2246
tt0291317,Lolita vib-zeme,1987,Crime Horror,2083
tt0291579,À la folie... pas du tout,2002,Romance Thriller,4392
tt0291753,Reisei to jônetsu no aida,2001,Romance,3809
tt0291777,A Bug's Life,1998,Adventure Family Fantasy,9486
tt0292045,Kao phra kum krong,2001,Adventure,7173
tt0292053,Kilink Istanbul'da,1967,Adventure Crime Fantasy,4357
tt0292255,Star Wars Galaxies: An Empire Divided,2003,Action Adventure Sci-Fi,8143
tt0292429,Altered Species,2001,Horror Thriller,3927
tt0293346,Legend of the Chupacabra,2000,Horror,7352
tt0293442,Nabi,2001,Sci-Fi,6520
tt0293467,La nuit de la mort!,1980,Fantasy Horror,4010
tt0293478,Otogiriso,2001,Horror Mystery Thriller,2154
tt0293660,Tian mai zhuan qi,2002,Action Adventure Romance,4060
tt0293662,The Transporter,2002,Action Crime Thriller,11439
tt0293831,Hang kwai,2000,Crime,6499
tt0293844,Jaguimo,1998,Fantasy Horror Romance,4520
tt0294237,01412 pasasingeum,2000,Action Fantasy,6246
tt0294349,Bellini e a Esfinge,2002,Crime,6731
tt0294448,Chôjin Locke,1984,Action Animation Romance,7769
tt0294594,The Gathering,2002,Horror Thriller,4469
tt0294638,I Love You,2001,Romance,2806
tt0294725,Minä ja Morrison,2001,Crime Romance,3787
tt0294909,Shima wa moratta,1968,Action Crime,4705
tt0294958,Tekka no hanamichi,1968,Action Crime,5503
tt0295052,Yôen dokufu-den: Han'nya no Ohyaku,1968,Action Adventure,5076
tt0295254,Feardotcom,2002,Crime Horror Thriller,3886
tt0295297,Harry Potter and the Chamber of Secrets,2002,Adventure Family Fantasy,17438
tt0295362,Kaosu,2000,Crime Mystery Thriller,3405
tt0295369,Killjoy 2: Deliverance from Evil,2002,Fantasy Horror,7098
tt0295578,Am zin 2,2001,Action Crime,3996
tt0295629,Stacja,2001,Crime,7067
tt0295700,Wrong Turn,2003,Horror,4242
tt0295701,xXx,2002,Action Adventure Thriller,13448
tt0295732,Trancers 6,2002,Action Horror Sci-Fi,6017
tt0295884,The Bog Creatures,2003,Horror,4818
tt0296099,Nha fala,2002,Musical,5172
tt0296572,The Chronicles of Riddick,2004,Action Adventure Sci-Fi,6589
tt0296617,Emmanuelle 2000: Emmanuelle and the Art of Love,2000,Romance,9551
tt0296619,Les enfants de la pluie,2003,Adventure Animation Fantasy,5672
tt0296712,Klatretøsen,2002,Action Adventure Crime,5416
tt0297071,Danjeogbiyeonsu,2000,Action Adventure Romance,4783
tt0297162,Half Past Dead,2002,Action Crime Thriller,7551
tt0297231,Kilimanjaro,2000,Action,5348
tt0297236,Koko ni irukoto,2001,Romance,6694
tt0297247,Lavirint,2002,Adventure Mystery Thriller,8099
tt0297284,Mindhunters,2004,Crime Horror Mystery,7551
tt0297753,Kaena: La prophétie,2003,Adventure Animation Family,5094
tt0297865,Drive,2002,Crime,4307
tt0298045,Maeui gyedan,1964,Thriller,4497
tt0298130,The Ring,2002,Horror Mystery,6239
tt0298296,Derailed,2002,Action Thriller,4986
tt0298351,Grabben i graven bredvid,2002,Romance,5230
tt0298361,Hera Purple,2001,Thriller,2746
tt0298463,Nambugun,1990,War,8725
tt0298533,San giu cheung yee sang,1999,Horror Thriller,3951
tt0298750,Forgotten Realms: Baldur's Gate - Dark Alliance,2001,Action Fantasy,10579
tt0299088,Pang see: Song jun tin leung,2001,Crime Horror,5962
tt0299108,Rehnaa Hai Terre Dil Mein,2001,Musical Romance,8761
tt0299555,Bloodbath in Psycho Town,1989,Horror,6860
tt0299977,Ying xiong,2002,Action Adventure History,4223
tt0299981,Highlander: The Source,2007,Action Adventure Fantasy,4265
tt0299988,The Hitcher II: I've Been Waiting,2003,Horror Thriller,5079
tt0300485,Sisters of Sin,1997,Horror,4714
tt0300556,Timeline,2003,Action Adventure Sci-Fi,9348
tt0300657,Wiedzmin,2001,Adventure Fantasy,7271
tt0300902,Absolon,2003,Action Sci-Fi Thriller,5523
tt0301179,Deewaanapan,2001,Action Romance,5871
tt0301184,The Ghosts of Edendale,2003,Horror Thriller Western,13754
tt0301217,Double Dragon,1996,Action Adventure,5755
tt0301345,Gipeun bam gabjagi,1981,Horror,4739
tt0301437,Igeoshi beobida,2001,Action,5784
tt0301470,Jeepers Creepers II,2003,Horror,5575
tt0301656,Naui anaeneun seulpeuge haneun geotdeul,1992,Thriller,3209
tt0301768,Rambo: First Blood Part II,1986,Action Adventure,3402
tt0301770,Zzikhimyeon jukneunda,2000,Horror Thriller,3242
tt0301808,Saulabi,2002,Action War,3998
tt0301907,Super Star,2001,Action Musical Romance,7887
tt0302017,Warrior Angels,2002,Action Adventure,2929
tt0302031,Hwaiteu ballenta-in,1999,Romance,4282
tt0303021,El segundo nombre,2002,Horror Thriller,5675
tt0303028,La settima tomba,1965,Horror,4206
tt0303260,Ziri,2001,War,2633
tt0303633,American Crime,2004,Crime Thriller,7635
tt0303678,Armitage: Dual Matrix,2002,Animation Sci-Fi Thriller,5122
tt0303743,Tennen shôjo Man next: Yokohama hyaku-ya hen,1999,Action Horror,3220
tt0303782,Bodigaado Kiba,1993,Action Crime,3912
tt0303805,Bugs Bunny's Easter Special,1977,Animation Family,3761
tt0303816,Cabin Fever,2002,Horror,6620
tt0303858,Le collectionneur,2002,Thriller,7472
tt0303885,The Dark Redemption,1999,Action Adventure Fantasy,3178
tt0303929,Dracula III: Legacy,2005,Horror,4758
tt0303970,The Era of Vampires,2003,Action Horror,4007
tt0304055,GLOW: Gorgeous Ladies of Wrestling: Canvas Carnage,1991,Action,5430
tt0304141,Harry Potter and the Prisoner of Azkaban,2004,Adventure Family Fantasy,10534
tt0304142,Harry Potter and the Philosopher's Stone,2001,Action Adventure Fantasy,8879
tt0304230,The Jar: A Tale from the East,2001,Animation Family,6708
tt0304290,Killer contro killers,1985,Action Crime Thriller,4145
tt0304641,Wo de xiong di jie mei,2001,Family,5466
tt0304664,Sarariiman Kintarô,1999,Animation Crime,5968
tt0304711,The Order,2003,Horror Mystery Thriller,6019
tt0304745,Star Trek: Strategic Operations Simulator,1982,Action Sci-Fi,6893
tt0305647,Hung bou yit sin ji Dai tao gwai ying,2001,Horror Mystery,5252
tt0305689,Jab Jab Phool Khile,1965,Musical Romance,7902
tt0305861,Mystery of the Third Planet,1981,Animation Family Sci-Fi,3033
tt0305961,Perníková vez,2002,Crime,6298
tt0306063,Severed,2002,Horror,5870
tt0306474,Arîte hime,2001,Adventure Animation Fantasy,5173
tt0306708,Oi gwan yue mung,2001,Romance,6546
tt0306719,Demon Under Glass,2002,Horror Thriller,7175
tt0306774,Engine Trouble,2002,Horror Thriller,5017
tt0306909,Gonggongui jeog,2002,Action,8971
tt0307270,Oigyeseo on Ulemae 3: Jeongyeok seulijagjeon,1987,Action Family Sci-Fi,10059
tt0307404,Samgagui hangjeong,1975,Mystery Thriller,4181
tt0307440,Seoul,2002,Action Thriller,4169
tt0307507,The Stickup,2002,Action Crime Mystery,6893
tt0307553,Tempo,2003,Crime Romance Thriller,5666
tt0307554,Terrorist,1995,Action,3832
tt0307682,Yeh Dil Aashiqanaa,2002,Action Romance,8020
tt0308131,Corps à corps,2003,Thriller,4188
tt0308152,Dead End,2003,Adventure Horror Mystery,6137
tt0308166,Dial 112leul dollyeola,1962,Mystery Thriller,5382
tt0308208,Ballistic: Ecks vs. Sever,2002,Action Crime Sci-Fi,5798
tt0308236,ECW Guilty as Charged 2001,2001,Action,2590
tt0308252,Fear of the Dark,2003,Horror,5868
tt0308459,Kikuchi-jô monogatari - sakimori-tachi no uta,2001,History,4487
tt0308478,Kuon puos keng kang,2001,Fantasy Horror Romance,5296
tt0308603,Mozart è un assassino,1999,Mystery Thriller,5680
tt0309114,Ének a csodaszarvasról,2002,Animation Fantasy History,5626
tt0309593,Final Destination 2,2003,Fantasy Horror Mystery,7246
tt0309698,Identity,2003,Mystery Thriller,6371
tt0309726,Jacker 2: Descent to Hell,1996,Horror,2720
tt0309751,KT,2002,Thriller,6750
tt0309832,Maléfique,2002,Fantasy Horror Mystery,4236
tt0310149,Shurayukihime,2001,Action Sci-Fi,4590
tt0310851,The Case of the Whitechapel Vampire,2002,Mystery Thriller,8151
tt0310900,El club de los suicidas,1970,Thriller,7092
tt0310910,Confidence,2003,Crime Thriller,13429
tt0310952,Riverworld,2003,Fantasy Sci-Fi,12832
tt0310995,Demir Yumruk: Devler geliyor,1970,Adventure Fantasy,2685
tt0311018,Disappearance,2002,Horror Mystery Thriller,6214
tt0311396,Kilink uçan adama karsi,1967,Action Adventure Crime,3069
tt0311429,The League of Extraordinary Gentlemen,2003,Action Adventure Fantasy,5897
tt0311584,Ninja Dragon,1986,Action Crime,4376
tt0311792,Shou xing xin ren lei,2000,Horror Thriller,5904
tt0311834,Song Gol-mae moduda salanghali,1983,Family,5280
tt0312058,The Young Indiana Jones Chronicles,1992,Action Adventure,5824
tt0312306,22,2000,Horror Thriller,2197
tt0312358,Anatomie 2,2003,Horror Sci-Fi Thriller,6977
tt0312700,The Foreigner,2003,Action Thriller,6528
tt0313016,Saint Sinner,2002,Fantasy Horror Sci-Fi,5333
tt0313255,Barbie as Rapunzel,2002,Animation Family,12717
tt0313285,Black Cadillac,2003,Horror Thriller,7488
tt0313579,Seung joi ngo sam,2001,Romance,3877
tt0313597,Shark Attack 3: Megalodon,2002,Action Adventure Horror,5689
tt0313680,Tarzan & Jane,2002,Adventure Animation Family,7788
tt0313707,The Time Tunnel,2006,Sci-Fi,4589
tt0313724,Den tredje vågen,2003,Action Crime Thriller,3622
tt0313743,Vadh,2002,Mystery Thriller,8828
tt0313990,Nobita no uchû shô-sensô,1985,Adventure Animation Family,7465
tt0314063,Immortel (ad vitam),2004,Action Animation Crime,7198
tt0314105,Giperboloid inzhenera Garina,1965,Sci-Fi,6334
tt0314111,Gojira X Mekagojira,2002,Action Family Sci-Fi,4789
tt0314226,Das Jesus Video,2002,Action Fantasy Mystery,10317
tt0314275,The King of Fighters 2000,2000,Action,5065
tt0314620,De schippers van de Kameleon,2003,Adventure Family,4620
tt0314624,Science Fiction,2002,Adventure Family Mystery,3484
tt0314722,The Stabilizer,1986,Action,4185
tt0315312,Borderline,2002,Crime Thriller,7413
tt0315375,Zei gong zi,2000,Action,6190
tt0315632,Road,2002,Thriller,7187
tt0316023,Yee do hung gaan,2002,Crime Horror Mystery,6170
tt0316156,Landlock,1996,Animation Fantasy Sci-Fi,3943
tt0316296,NBA Inside Drive 2002,2001,Family,4283
tt0316396,Peter Pan,2003,Adventure Family Fantasy,7846
tt0316540,Saraba uchû senkan Yamato: Ai no senshitachi,1978,Action Adventure Animation,11975
tt0316599,Shin Jingi no Hakaba,2002,Action Crime Thriller,3476
tt0316653,Spider's Web,2002,Crime Romance Thriller,6153
tt0316654,Spider-Man 2,2004,Action Adventure Sci-Fi,13660
tt0316665,Spy Sorge,2003,Action Thriller War,3709
tt0316886,Les week-ends maléfiques du Comte Zaroff,1976,Horror,2230
tt0316946,Zombiegeddon,2003,Horror,9849
tt0317333,Dei seung chui keung,2001,Action Adventure,5668
tt0317657,Him gok,2001,Action,3826
tt0317676,House of the Dead,2003,Action Adventure Horror,5290
tt0317705,The Incredibles,2004,Action Adventure Animation,9668
tt0317740,The Italian Job,2003,Action Crime Thriller,17844
tt0317751,Janwar,1965,Musical Romance,14848
tt0317919,Mission: Impossible III,2006,Action Adventure Thriller,9834
tt0318081,A Sound of Thunder,2005,Action Adventure Horror,8268
tt0318184,Woo dung saai yan si gin,2002,Crime Mystery Thriller,5979
tt0318497,Nine Lives,2002,Horror Thriller,7989
tt0318627,Resident Evil: Apocalypse,2004,Action Horror Sci-Fi,4773
tt0318763,Timecop: The Berlin Decision,2003,Action Sci-Fi,4598
tt0318773,Tristan,2003,Thriller,7597
tt0318819,WXIII: Patlabor the Movie 3,2002,Action Animation Crime,6268
tt0319153,U.S. Catman: Lethal Track,1990,Action Adventure,5778
tt0319262,The Day After Tomorrow,2004,Action Adventure Sci-Fi,9306
tt0319728,The Last Horror Movie,2003,Horror Thriller,6619
tt0320691,Underworld,2003,Action Fantasy Thriller,5141
tt0320795,Zvenenje v glavi,2002,Thriller,6421
tt0320998,Uchûsen Sajitteriasu,1986,Animation Sci-Fi,3005
tt0321492,Bolshoe kosmicheskoe puteshestvie,1975,Romance Sci-Fi,3545
tt0322008,Terminal Invasion,2002,Action Mystery Sci-Fi,9630
tt0322030,Dinosaur from the Deep,1993,Adventure Horror Sci-Fi,2896
tt0322527,El hechizo del pantano,1978,Adventure Crime,2983
tt0322645,Inuyasha - Toki wo Koeru Omoi,2001,Action Adventure Animation,5875
tt0322731,Impulsos,2002,Thriller,4414
tt0322822,Jangma,1979,War,9197
tt0322991,Krai Thong,2001,Action Fantasy Horror,3153
tt0323246,Midnight Mass,2003,Horror,6740
tt0323425,No debes estar aquí,2002,Horror Thriller,4782
tt0323458,Oboreru sakana,2001,Thriller,6108
tt0323465,Octane,2003,Horror Mystery Thriller,3525
tt0323531,Out for a Kill,2003,Action Crime Thriller,7354
tt0323571,Nemesis Game,2003,Mystery Thriller,5138
tt0323610,Peligro...! Mujeres en acción,1969,Action Adventure Sci-Fi,3424
tt0323753,R.U. Ready?,2002,Adventure Fantasy,3162
tt0323774,Ratu sakti calon arang,1985,Action Fantasy Horror,2853
tt0323869,Seinto Seiya: Jashin Erisu,1987,Action Animation Fantasy,9111
tt0323939,Shade,2003,Crime Thriller,10011
tt0324071,Stealing Candy,2003,Thriller,7206
tt0324127,Suspect Zero,2004,Crime Horror Mystery,10286
tt0324216,The Texas Chainsaw Massacre,2003,Horror,9776
tt0324242,San geng,2002,Horror Mystery,4035
tt0324518,Wai See Lee: Lam huet yan,2002,Action Romance Sci-Fi,5356
tt0324952,3 Blind Mice,2003,Crime Thriller,13343
tt0325005,[Anti]killer,2002,Action Crime,9302
tt0325098,Bodigaado Kiba,1973,Crime,3894
tt0325228,Death Factory,2002,Horror,5693
tt0325534,Hayanbang,2002,Horror Mystery,3405
tt0325596,The I Inside,2004,Mystery Sci-Fi Thriller,7310
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,2003,Action Adventure Fantasy,6451
tt0325713,Lautlos,2004,Crime Romance Thriller,4611
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Action Adventure Fantasy,10083
tt0326140,Shikingen gôdatsu,1975,Crime,5002
tt0326189,Sono go no jingi naki tatakai,1979,Action Crime,6271
tt0326430,X,2002,Crime Thriller,6730
tt0326441,Yeseuteodei,2002,Action Crime Sci-Fi,5492
tt0326494,18-80 Puan si maimee sua,1997,Romance,5499
tt0326576,Humraaz,2002,Action Musical Romance,11468
tt0326600,Maine Dil Tujhko Diya,2002,Action Romance,7734
tt0326745,Baaghi,2000,Action Crime Romance,10450
tt0326820,DarkWolf,2003,Horror,6451
tt0327005,Kyaa Dil Ne Kahaa,2002,Family Romance,11612
tt0327409,Alien Hunter,2003,Action Adventure Sci-Fi,6703
tt0327554,Catwoman,2004,Action Adventure Crime,5901
tt0327628,Meng gui shi ren tai,1998,Horror Romance,5338
tt0327660,DragonBlade,2005,Action Adventure Animation,4261
tt0328300,The Quest: The Longest Drive,1976,Adventure Western,9305
tt0328832,The Animatrix,2003,Action Adventure Animation,4685
tt0329101,Freddy vs. Jason,2003,Action Horror,6965
tt0329272,Infekcija,2003,Horror,6060
tt0329390,Monte Walsh,2003,Romance Western,6757
tt0329774,xXx: State of the Union,2005,Action Adventure Crime,7396
tt0329784,Youling renjian II: Gui wei ren jian,2002,Horror Mystery,6469
tt0330307,Fukushu the Revenge Kienai Kizuato,1997,Action Crime Thriller,3677
tt0330373,Harry Potter and the Goblet of Fire,2005,Adventure Family Fantasy,10509
tt0330500,Ju-on,2000,Horror Mystery,4013
tt0330501,Ju-on 2,2000,Horror Mystery,2992
tt0330536,Koruto wa ore no pasupooto,1967,Action Crime,3852
tt0330559,Leyendas macabras de la colonia,1974,Action Horror Thriller,2169
tt0330634,Mimic: Sentinel,2003,Horror Sci-Fi Thriller,3467
tt0330691,Il cartaio,2004,Horror Mystery Thriller,4283
tt0330793,The Punisher,2004,Action Adventure Crime,13772
tt0330802,Raid,2003,Action Crime Thriller,6943
tt0330842,San chuen liu see III: Gwai leng chin sun,2002,Horror,6784
tt0331468,Cold Creek Manor,2003,Horror Mystery Thriller,9223
tt0331488,Ring Around the Rosie,2006,Horror Thriller,3366
tt0331508,Gundress,1999,Action Animation Sci-Fi,5005
tt0331513,Nan quan wang II zhi Qi zhuang shan he,1985,Adventure Fantasy,2643
tt0332318,Pinocchio 3000,2004,Animation Family Fantasy,5459
tt0332385,Sei bounty killers per una strage,1973,Western,2723
tt0333501,The Glass Jungle,1988,Action,5049
tt0333979,Nan dao feng yun,1955,War,6076
tt0334637,Vlyublyonnye,1970,Romance,5353
tt0335044,Dil Vil Pyar Vyar,2002,Romance,9379
tt0335417,Showa onna bakuto,1972,Crime,5129
tt0336325,Dracula II: Ascension,2003,Horror,5102
tt0337103,Les rivières pourpres 2 - Les anges de l'apocalypse,2004,Action Crime Horror,4709
tt0337593,Sherlock,2002,Action Adventure Crime,10057
tt0337636,Hellraiser: Deader,2005,Horror Mystery Thriller,3975
tt0337652,Jeena Sirf Merre Liye,2002,Romance,8899
tt0337659,LD 50 Lethal Dose,2003,Horror,5946
tt0337717,Shelter Island,2003,Thriller,4481
tt0337921,Cellular,2004,Action Crime Thriller,9388
tt0337978,Live Free or Die Hard,2007,Action Adventure Thriller,11030
tt0338188,The Missing,2003,Adventure Thriller Western,6185
tt0338337,Paycheck,2003,Action Adventure Crime,7452
tt0338450,Sniper 2,2002,Action War,4713
tt0338453,En som Hodder,2003,Family Fantasy,5085
tt0338526,Van Helsing,2004,Action Adventure Fantasy,13747
tt0338769,Beauty and the Beast,2005,Action Adventure Family,4992
tt0338963,Encrypt,2003,Sci-Fi,6668
tt0339134,Heinähattu ja Vilttitossu,2002,Family,5184
tt0339147,Highwaymen,2004,Action Crime Horror,3100
tt0339464,Office you gui,2002,Horror,5771
tt0339579,Ritânâ,2002,Action Adventure Sci-Fi,3694
tt0339736,The Evil Within,2017,Horror,8357
tt0339824,Tyubeu,2003,Action Adventure Crime,4619
tt0339918,Wolves of Wall Street,2002,Action Horror Mystery,8055
tt0340227,Masuuruhiito,2002,Action Adventure,2617
tt0340842,Mermaids,2003,Action Crime Fantasy,6737
tt0341129,Zouhou qiang,2002,Action,5782
tt0341266,Bhoot,2003,Horror Mystery Thriller,7618
tt0341341,Gei wo yi zhi mao,2003,Adventure,3917
tt0341455,Makdee,2002,Fantasy,5152
tt0341625,Tres pájaros,2002,Adventure Romance Thriller,5604
tt0342295,"Doggie Tails, Vol. 1: Lucky's First Sleep-Over",2003,Family,2625
tt0342508,Hangman's Curse,2003,Horror Mystery Thriller,7727
tt0342561,Ijung gancheob,2003,Action Thriller,5771
tt0342835,Nightstalker,2002,Crime Horror Thriller,4970
tt0343094,13 kaidan,2003,Thriller,5247
tt0343449,The Bone Snatcher,2003,Horror Sci-Fi,4076
tt0344290,San chuen liu see,1999,Horror,5644
tt0344412,The Swiss Family Robinson,1973,Animation,4688
tt0344839,Gou hun e meng,1999,Horror,4238
tt0344854,Arthur et les Minimoys,2006,Adventure Animation Family,11479
tt0344864,Atlantis: Milo's Return,2003,Action Adventure Animation,8491
tt0345312,Gauntlet,1985,Action Adventure Fantasy,7727
tt0345461,The Detonator,2006,Action Thriller,6610
tt0345543,The Land Before Time IX: Journey to Big Water,2002,Adventure Animation Family,5633
tt0345603,Madeleine,2003,Romance,5879
tt0345885,San chuen liu see II: Sik ji ngoc gwai,2000,Horror,4383
tt0346136,Webs,2003,Horror Sci-Fi Thriller,5601
tt0346156,Sky Captain and the World of Tomorrow,2004,Action Adventure Mystery,12062
