IMDB-ID,originalTitle,startYear,genres,documentLength
tt0108117,Sherlock Holmes Returns,1993,Mystery,7788
tt0108169,Snapdragon,1993,Mystery Thriller,5183
tt0108171,Sniper,1993,Action Thriller War,5211
tt0108238,Striking Distance,1993,Action Crime Mystery,6498
tt0108350,Night Terrors,1993,Horror,3205
tt0108447,The Unnamable II: The Statement of Randolph Carter,1992,Horror,6437
tt0108517,Warlock: The Armageddon,1993,Action Fantasy Horror,5436
tt0108556,When a Stranger Calls Back,1993,Horror Mystery Thriller,4197
tt0108577,Witchboard 2: The Devil's Doorway,1993,Horror Mystery,6085
tt0108609,Heung Gong kei on: Keung gaan,1993,Crime Thriller,7746
tt0108614,Xin liu xing hu die jian,1993,Action Adventure Fantasy,5842
tt0108624,Yi tin to lung gei: Moh gaau gaau jue,1993,Action Fantasy History,9688
tt0108650,Zhan shen chuan shuo,1992,Action Adventure Romance,5139
tt0109091,Amaanat,1994,Action Musical,11037
tt0109151,Armitage III: Poly Matrix,1996,Action Animation Sci-Fi,7794
tt0109198,Bad Girls,1994,Romance Western,6572
tt0109302,Bloodlust: Subspecies III,1994,Fantasy Horror Thriller,3254
tt0109354,Vizantijsko plavo,1993,Fantasy Romance,2236
tt0109412,Chik loh go yeung,1992,Action Crime Romance,7549
tt0109415,Children of the Corn III: Urban Harvest,1995,Horror Thriller,5291
tt0109417,China Moon,1994,Crime Mystery Romance,6275
tt0109428,Chung ngon sat luk: O gei,1994,Action Crime Thriller,7273
tt0109456,Color of Night,1994,Mystery Romance Thriller,13029
tt0109521,Da mo zu shi,1994,Action Fantasy,5193
tt0109550,Dark Waters,1994,Horror Mystery,2518
tt0109552,Darkman II: The Return of Durant,1995,Action Crime Horror,7738
tt0109553,Dâkusaido burûsu,1994,Animation Horror Mystery,5466
tt0109612,El detective y la muerte,1994,Thriller,6600
tt0109647,Don't Talk to Strangers,1994,Crime Thriller,6634
tt0109676,Drop Zone,1994,Action Adventure Thriller,9590
tt0109723,Embrace of the Vampire,1995,Horror Thriller,5325
tt0109728,Endangered,1994,Action Thriller,7927
tt0109770,The Fantastic Four,1994,Action Adventure Family,3974
tt0109808,De Flat,1994,Mystery Romance Thriller,4353
tt0109890,The Getaway,1994,Action Adventure Crime,7747
tt0109916,Gojira vs. Supesugojira,1994,Action Adventure Fantasy,3478
tt0109965,Guyver: Dark Hero,1994,Action Sci-Fi,5943
tt0110015,Hercules and the Amazon Women,1994,Action Adventure Fantasy,7994
tt0110016,Hercules: The Legendary Journeys - Hercules and the Circle of Fire,1994,Action Adventure Fantasy,6422
tt0110017,Hercules: The Legendary Journeys - Hercules and the Lost Kingdom,1994,Action Adventure Fantasy,6659
tt0110018,Hercules in the Maze of the Minotaur,1994,Action Adventure Fantasy,6012
tt0110019,Hercules in the Underworld,1994,Action Adventure Fantasy,7027
tt0110022,The Hidden II,1993,Crime Horror Sci-Fi,4022
tt0110027,Highlander III: The Sorcerer,1994,Action Fantasy Romance,4600
tt0110055,Hong tian mi ling,1994,Action Thriller,4625
tt0110071,Hua qi Shao Lin,1994,Action Fantasy Romance,7629
tt0110073,Wong Fei Hung chi neung: Lung shing chim pa,1994,Action,8864
tt0110080,Huo shao hong lian si,1994,Action Adventure Fantasy,5921
tt0110157,Iron Will,1994,Adventure Family,7467
tt0110213,The Jungle Book,1994,Adventure Family Romance,4801
tt0110236,Kan du vissla Johanna?,1994,Family,3391
tt0110265,Killing Zoe,1993,Crime Thriller,6801
tt0110305,Lassie,1994,Adventure Family,4118
tt0110307,The Last Outlaw,1993,Western,5488
tt0110395,Love and a .45,1994,Crime Romance Thriller,9983
tt0110419,MacGyver: Lost Treasure of Atlantis,1994,Action Adventure,6895
tt0110420,MacGyver: Trail to Doomsday,1994,Action Adventure,5415
tt0110464,Maps densetsu no fukkatsu,1994,Animation,7238
tt0110527,Miracle on 34th Street,1994,Family Fantasy,10818
tt0110573,Motorcycle Gang,1994,Action,6492
tt0110604,Mute Witness,1995,Horror Thriller,3153
tt0110631,Nattevagten,1994,Thriller,5311
tt0110658,Ni hong guang guan gao gao gua zhi: Nu zi gong yu,1994,Romance,4584
tt0110668,Night of the Running Man,1995,Action Crime Thriller,6301
tt0110725,On Deadly Ground,1994,Action Adventure Thriller,7306
tt0110796,Les patriotes,1994,Thriller,4346
tt0110797,Patriots,1996,Thriller,6183
tt0110823,Phantasm III: Lord of the Dead,1994,Action Fantasy Horror,3743
tt0110908,Psy 2: Ostatnia krew,1994,Action Crime,6040
tt0110913,Pumpkinhead II: Blood Wings,1993,Fantasy Horror Thriller,6930
tt0110916,Puppet Master 5,1994,Fantasy Horror Sci-Fi,5059
tt0110923,7 jin gong,1994,Action,5929
tt0110997,The River Wild,1994,Adventure Crime Thriller,9146
tt0111003,The Puppet Masters,1994,Horror Sci-Fi Thriller,7424
tt0111037,Yeuk saat,1994,Horror,4078
tt0111068,Sangharsh,1999,Action Crime Thriller,11183
tt0111076,Sha shou de tong hua,1994,Action Crime Romance,3987
tt0111143,The Shadow,1994,Action Adventure Crime,6879
tt0111149,Shallow Grave,1994,Crime Thriller,5954
tt0111156,Sharpe's Company,1994,Action Adventure History,15674
tt0111157,Sharpe's Enemy,1994,Action Adventure History,7929
tt0111158,Sharpe's Honour,1994,Action Adventure History,6798
tt0111216,Slaughter of the Innocents,1993,Crime Horror Mystery,6913
tt0111222,Spiando Marina,1992,Thriller,3868
tt0111257,Speed,1994,Action Adventure Crime,18074
tt0111282,Stargate,1994,Action Adventure Sci-Fi,6921
tt0111323,Surviving the Game,1994,Action Adventure Crime,6338
tt0111359,Tall Tale,1995,Adventure Family Fantasy,6761
tt0111400,Terminal Velocity,1994,Action Mystery Romance,6670
tt0111419,Thumbelina,1994,Animation Family Fantasy,7022
tt0111438,Timecop,1994,Action Crime Sci-Fi,7721
tt0111474,Trancers 4: Jack of Swords,1994,Action Horror Sci-Fi,5023
tt0111549,Uncovered,1994,Thriller,8255
tt0111686,New Nightmare,1994,Fantasy Horror Mystery,8049
tt0111698,The Whipping Boy,1994,Family Fantasy,7667
tt0111701,White Fang 2: Myth of the White Wolf,1994,Adventure Family,4230
tt0111735,Without Warning,1994,Sci-Fi,13164
tt0111778,San ying hung boon sik,1994,Action Crime Thriller,9047
tt0111835,Zhong Nan Hai bao biao,1994,Action Crime Thriller,6591
tt0111903,Buffalo Girls,1995,Western,12715
tt0112257,"301, 302",1995,Horror Mystery Thriller,3408
tt0112389,The Thief and the Cobbler,1993,Action Adventure Animation,2571
tt0112401,Assassins,1995,Action Crime Thriller,8243
tt0112407,Atolladero,1995,Sci-Fi Western,4902
tt0112459,Barsaat,1995,Action Romance,11558
tt0112462,Batman Forever,1995,Action Adventure Fantasy,13018
tt0112613,Caged Heat 3000,1995,Action Sci-Fi,4417
tt0112625,Candyman: Farewell to the Flesh,1995,Horror,5127
tt0112680,Circumstances Unknown,1995,Thriller,5414
tt0112682,La cité des enfants perdus,1995,Fantasy Sci-Fi,4817
tt0112715,Congo,1995,Action Adventure Mystery,7834
tt0112750,Crying Freeman,1995,Action Crime Thriller,3977
tt0112765,Cyborg 3: The Recycler,1994,Action Sci-Fi Thriller,5775
tt0112851,Desperado,1995,Action Thriller,7100
tt0112864,Die Hard with a Vengeance,1995,Action Adventure Thriller,16413
tt0112939,Eko eko azaraku,1995,Horror,6298
tt0113010,Fair Game,1995,Action Crime Romance,6025
tt0113026,The Fantasticks,1995,Musical Romance,6512
tt0113028,Far from Home: The Adventures of Yellow Dog,1995,Adventure Family,3099
tt0113037,Kounterfeit,1996,Action Crime Thriller,8381
tt0113071,First Knight,1995,Action Adventure Romance,6452
tt0113074,Fist of the North Star,1995,Action Fantasy Sci-Fi,4396
tt0113187,Gojira vs. Desutoroiâ,1995,Action Horror Sci-Fi,4545
tt0113253,Halloween: The Curse of Michael Myers,1995,Horror Thriller,11246
tt0113303,Hideaway,1995,Fantasy Horror Thriller,4120
tt0113350,Hu meng wei long,1995,Action,3277
tt0113359,Hundarna i Riga,1995,Thriller,3572
tt0113409,In the Mouth of Madness,1994,Fantasy Horror Mystery,6550
tt0113481,Johnny Mnemonic,1995,Action Crime Sci-Fi,5792
tt0113492,Judge Dredd,1995,Action Crime Sci-Fi,7731
tt0113497,Jumanji,1995,Adventure Family Fantasy,6842
tt0113523,Kamikaze takushî,1995,Action,9695
tt0113552,Kiss of Death,1995,Action Crime Thriller,7534
tt0113568,Kôkaku Kidôtai,1995,Action Animation Crime,7663
tt0113575,Krestonosets,1995,Action,6555
tt0113596,The Land Before Time III: The Time of the Great Giving,1995,Adventure Animation Family,5001
tt0113617,Last of the Dogmen,1995,Adventure Western,6864
tt0113633,Bullet to Beijing,1995,Action Thriller,5288
tt0113690,Lord of Illusions,1995,Horror Mystery Thriller,10348
tt0113736,Magic Island,1995,Action Adventure Family,7339
tt0113737,Magic in the Water,1995,Adventure Family Fantasy,5611
tt0113762,The Mangler,1995,Horror Mystery,7484
tt0113799,Memorîzu,1995,Animation Fantasy Sci-Fi,6367
tt0113820,Mighty Morphin Power Rangers: The Movie,1995,Action Adventure Family,5943
tt0113855,Mortal Kombat,1995,Action Adventure Fantasy,4563
tt0113858,Mosquito,1994,Horror Sci-Fi,5946
tt0113926,Naked Souls,1996,Sci-Fi Thriller,4374
tt0113932,Napoleon,1995,Adventure Family,8782
tt0113939,The Nature of the Beast,1995,Crime Horror Mystery,5672
tt0113982,Night of the Scarecrow,1995,Horror Sci-Fi,3788
tt0113984,Night Watch,1995,Action Thriller,6483
tt0113999,One Tough Bastard,1996,Action Thriller,6898
tt0114122,Pharaoh's Army,1995,Western,3707
tt0114171,The Power Within,1995,Action,7207
tt0114214,The Quick and the Dead,1995,Action Romance Thriller,5901
tt0114324,Sahara,1995,Action War,7884
tt0114367,Screamers,1995,Sci-Fi Thriller,5344
tt0114416,Sharpe's Battle,1995,Action Adventure History,7791
tt0114417,Sharpe's Gold,1995,Action Adventure History,7566
tt0114418,Sharpe's Sword,1995,Action Adventure History,6712
tt0114508,Species,1995,Action Horror Sci-Fi,5721
tt0114563,Sutorîto Faitâ II gekijô-ban,1994,Action Adventure Animation,3827
tt0114576,Sudden Death,1995,Action Crime Thriller,8930
tt0114608,Tales from the Crypt: Demon Knight,1995,Action Fantasy Horror,7229
tt0114609,Tales from the Hood,1995,Crime Horror Thriller,7110
tt0114622,North Star,1996,Action Adventure Crime,3968
tt0114689,Totsuzen! Neko no kuni banipal witt,1995,Adventure Animation Family,6210
tt0114691,OP Center,1995,Thriller,10014
tt0114746,Twelve Monkeys,1995,Mystery Sci-Fi Thriller,13536
tt0114781,Under Siege 2: Dark Territory,1995,Action Thriller,6301
tt0114788,Underneath,1995,Crime Thriller,8332
tt0114814,The Usual Suspects,1995,Crime Mystery Thriller,13733
tt0114851,The Viking Sagas,1995,Action Adventure,4191
tt0114852,Village of the Damned,1995,Horror Sci-Fi Thriller,5428
tt0114857,Virtuosity,1995,Action Crime Sci-Fi,7306
tt0114898,Waterworld,1995,Action Adventure Sci-Fi,10059
tt0115030,A Young Connecticut Yankee in King Arthur's Court,1995,Adventure Fantasy,6448
tt0115461,Acri,1996,Fantasy,6396
tt0115471,Adrenalin: Fear the Rush,1996,Action Sci-Fi Thriller,3566
tt0115493,Alaska,1996,Adventure Family,4832
tt0115564,L'arcano incantatore,1996,Horror,5039
tt0115571,The Arrival,1996,Sci-Fi Thriller,7907
tt0115610,Bad Moon,1996,Horror,3903
tt0115624,Barb Wire,1996,Action Sci-Fi,6633
tt0115736,Bound,1996,Crime Romance Thriller,8745
tt0115759,Broken Arrow,1996,Action Adventure Thriller,7329
tt0115813,Campfire Tales,1997,Horror,5241
tt0115885,Children of the Corn: The Gathering,1996,Horror Thriller,4498
tt0115916,Clubhouse Detectives,1996,Adventure Family Mystery,6439
tt0115986,The Crow: City of Angels,1996,Action Crime Fantasy,4162
tt0115991,Un cos al bosc,1996,Thriller,6942
tt0116033,Darkman III: Die Darkman Die,1996,Action Crime Horror,5487
tt0116127,Don't Look Back,1996,Action Thriller,6860
tt0116136,DragonHeart,1996,Action Adventure Fantasy,6289
tt0116178,Eko eko azaraku II,1996,Horror,6298
tt0116225,Escape from L.A.,1996,Action Adventure Sci-Fi,7965
tt0116253,Executive Decision,1996,Action Adventure Thriller,8538
tt0116320,Fled,1996,Action Adventure Crime,7803
tt0116322,Flipper,1996,Adventure Family,4031
tt0116367,From Dusk Till Dawn,1996,Action Crime Horror,9308
tt0116390,Gamera 2: Region shurai,1996,Action Fantasy Sci-Fi,6030
tt0116436,Gonin 2,1996,Action Crime Thriller,3409
tt0116456,Goo waak zai: Yan joi gong woo,1996,Action,11094
tt0116514,Hellraiser: Bloodline,1996,Horror Sci-Fi,8259
tt0116564,Hot Ticket,1996,Action,6163
tt0116654,The Island of Dr. Moreau,1996,Horror Sci-Fi Thriller,4758
tt0116658,It Came from Outer Space II,1996,Mystery Sci-Fi,6425
tt0116676,Le jaguar,1996,Adventure,5284
tt0116683,James and the Giant Peach,1996,Adventure Animation Family,7380
tt0116736,Jägarna,1996,Crime Thriller,5578
tt0116769,Killer Barbys,1996,Horror,2595
tt0116839,Lawnmower Man 2: Beyond Cyberspace,1996,Action Sci-Fi Thriller,6758
tt0116922,Lost Highway,1997,Mystery Thriller,7868
tt0117011,Maximum Risk,1996,Action Crime Mystery,4978
tt0117060,Mission: Impossible,1996,Action Adventure Thriller,6273
tt0117069,Moebius,1996,Mystery Sci-Fi Thriller,4852
tt0117089,Mosura,1996,Action Adventure Family,3513
tt0117140,Mørkeleg,1996,Horror,3250
tt0117155,Sekten,1997,Thriller,5215
tt0117342,Pinocchio's Revenge,1996,Fantasy Horror,6087
tt0117407,Pusher,1996,Crime Thriller,6019
tt0117420,The Quest,1996,Action Adventure Thriller,4166
tt0117473,The Rich Man's Wife,1996,Thriller,7322
tt0117500,The Rock,1996,Action Adventure Thriller,14690
tt0117553,Satan Claus,1996,Horror,9425
tt0117571,Scream,1996,Horror Mystery,10415
tt0117611,Shadow Builder,1998,Action Horror Thriller,5312
tt0117619,Xin Shang Hai tan,1996,Action Crime Thriller,5243
tt0117620,Sharpe's Mission,1996,Action Adventure History,7613
tt0117621,Sharpe's Regiment,1996,Action Adventure History,9081
tt0117622,Sharpe's Siege,1996,Action Adventure History,7325
tt0117658,La sindrome di Stendhal,1996,Horror Mystery Thriller,6354
tt0117688,Solo,1996,Action Sci-Fi Thriller,3681
tt0117692,Sometimes They Come Back... Again,1996,Horror,5578
tt0117883,Tesis,1996,Horror Mystery Thriller,7843
tt0117894,Thinner,1996,Fantasy Horror,6301
tt0118003,Tykho Moon,1996,Sci-Fi,5280
tt0118096,Den vita lejoninnan,1996,Crime Mystery Thriller,3157
tt0118131,Wei qing zhui zong,1996,Action,4321
tt0118247,"20,000 Leagues Under the Sea",1997,Adventure Fantasy Romance,9842
tt0118583,Alien: Resurrection,1997,Action Horror Sci-Fi,10992
tt0118601,American Dragons,1998,Action Crime,5177
tt0118615,Anaconda,1997,Action Adventure Horror,4517
tt0118621,Animals with the Tollkeeper,1998,Fantasy Romance,5491
tt0118643,The Prophecy II,1998,Fantasy Horror Thriller,4631
tt0118647,The Assignment,1997,Action Crime Thriller,6105
tt0118661,The Avengers,1998,Action Adventure Sci-Fi,5708
tt0118688,Batman & Robin,1997,Action Sci-Fi,12626
tt0118692,Beauty and the Beast: The Enchanted Christmas,1997,Animation Family Fantasy,6795
tt0118811,The Call of the Wild: Dog of the Yukon,1997,Adventure,4425
tt0118880,Con Air,1997,Action Crime Thriller,10608
tt0118883,Conspiracy Theory,1997,Action Mystery Thriller,11008
tt0118928,Dante's Peak,1997,Action Adventure Thriller,9432
tt0118929,Dark City,1998,Mystery Sci-Fi Thriller,11664
tt0118956,Deep Rising,1998,Action Adventure Horror,7429
tt0118996,Dobermann,1997,Action Crime Thriller,6256
tt0119081,Event Horizon,1997,Horror Sci-Fi Thriller,7518
tt0119088,Executive Target,1997,Action Adventure Crime,7410
tt0119094,Face/Off,1997,Action Crime Sci-Fi,8081
tt0119116,Le cinquième élément,1997,Action Adventure Sci-Fi,10593
tt0119170,Die furchtlosen Vier,1997,Animation Family Musical,6576
tt0119196,The Gingerbread Man,1998,Thriller,12377
tt0119210,Switchback,1997,Crime Mystery Thriller,10569
tt0119227,Snow White: A Tale of Terror,1997,Fantasy Horror,4116
tt0119249,Hamilton,1998,Action Adventure Crime,3653
tt0119257,Hard Men,1996,Crime,7682
tt0119273,Heavy Metal 2000,2000,Action Adventure Animation,3693
tt0119279,Bleeders,1997,Horror,4534
tt0119283,Hercules and Xena - The Animated Movie: The Battle for Mount Olympus,1998,Action Adventure Animation,4212
tt0119318,Hostile Intent,1997,Action Thriller,6802
tt0119320,Hostile Waters,1997,Thriller,6370
tt0119345,I Know What You Did Last Summer,1997,Horror Mystery Thriller,8009
tt0119365,Incognito,1997,Crime Thriller,9828
tt0119375,Insomnia,1997,Crime Mystery Thriller,4375
tt0119406,Janguru taitei,1997,Adventure Animation,5191
tt0119438,Kalle Blomkvist och Rasmus,1997,Crime Family,3690
tt0119477,Kokkuri-san,1997,Horror,3232
tt0119484,Kull the Conqueror,1997,Action Adventure Fantasy,8692
tt0119567,The Lost World: Jurassic Park,1997,Action Adventure Sci-Fi,9850
tt0119588,M.D.C. - Maschera di cera,1997,Horror,4844
tt0119642,Mean Guns,1997,Action Crime Thriller,6731
tt0119675,Mimic,1997,Horror Sci-Fi,6688
tt0119698,Mononoke-hime,1997,Adventure Animation Fantasy,13054
tt0119707,Mortal Kombat: Annihilation,1997,Action Adventure Fantasy,4702
tt0119709,Most Wanted,1997,Action Thriller,6197
tt0119771,Nejasná zpráva o konci sveta,1997,Fantasy Mystery,7853
tt0119781,Nick Fury: Agent of Shield,1998,Action Sci-Fi,7527
tt0119784,The Night Flier,1997,Fantasy Horror Mystery,5806
tt0119874,The Peacemaker,1997,Action Thriller,9024
tt0119875,Chik juk ging wan,1996,Crime Horror Thriller,4127
tt0119879,Perdita Durango,1997,Action Crime Horror,9183
tt0119891,Phantoms,1998,Horror Sci-Fi Thriller,4706
tt0119947,Prince Valiant,1997,Adventure Fantasy Romance,7642
tt0120004,The Relic,1997,Horror Mystery Sci-Fi,8845
tt0120008,The Replacement Killers,1998,Action Crime Thriller,4340
tt0120024,Road Ends,1997,Crime Thriller,8050
tt0120053,The Saint,1997,Action Adventure Romance,19966
tt0120082,Scream 2,1997,Horror Mystery,11198
tt0120088,Wicked,1998,Thriller,5287
tt0120107,Shadow Conspiracy,1997,Action Thriller,6745
tt0120110,Sharpe's Revenge,1997,Action Adventure History,6680
tt0120111,Sharpe's Waterloo,1997,Action Adventure History,7394
tt0120115,Shi wan huo ji,1997,Action Thriller,7151
tt0120131,The Lion King II: Simba's Pride,1998,Adventure Animation Family,7571
tt0120177,Spawn,1997,Action Horror,12154
tt0120179,Speed 2: Cruise Control,1997,Action Adventure Crime,10425
tt0120201,Starship Troopers,1997,Action Adventure Sci-Fi,9523
tt0120254,The Swan Princess: Escape from Castle Mountain,1997,Animation Family Fantasy,4816
tt0120347,Tomorrow Never Dies,1997,Action Adventure Thriller,15274
tt0120389,Turbo: A Power Rangers Movie,1997,Action Adventure Family,5650
tt0120390,Turbulence,1997,Action Thriller,9645
tt0120428,Vampire Journals,1997,Fantasy Horror,4294
tt0120458,Virus,1999,Action Horror Sci-Fi,6213
tt0120478,Star Kid,1997,Adventure Family Sci-Fi,7381
tt0120479,Warriors of Virtue,1997,Action Adventure Fantasy,5437
tt0120495,The Westing Game,1997,Family Horror Mystery,9327
tt0120524,Wishmaster,1997,Fantasy Horror,6559
tt0120530,Wong fei hung VI: Sai wik hung see,1997,Action Adventure History,5376
tt0120604,Beowulf,1999,Action Adventure Fantasy,4053
tt0120611,Blade,1998,Action Horror,6374
tt0120616,The Mummy,1999,Action Adventure Fantasy,8141
tt0120619,Break Up,1998,Thriller,4678
tt0120657,The 13th Warrior,1999,Action Adventure History,10556
tt0120667,Fantastic Four,2005,Action Adventure Fantasy,9853
tt0120670,Firestorm,1998,Action Thriller,6441
tt0120681,From Hell,2001,Horror Mystery Thriller,9971
tt0120685,Godzilla,1998,Action Sci-Fi Thriller,9615
tt0120694,Halloween H20: 20 Years Later,1998,Horror Thriller,5235
tt0120695,From Dusk Till Dawn 3: The Hangman's Daughter,1999,Horror Thriller Western,4439
tt0120738,Lost in Space,1998,Action Adventure Family,17638
tt0120751,Mighty Joe Young,1998,Action Adventure Family,8334
tt0120755,Mission: Impossible II,2000,Action Adventure Thriller,14820
tt0120757,The Mod Squad,1999,Action Crime Thriller,7086
tt0120762,Mulan,1998,Adventure Animation Family,8189
tt0120786,The Patriot,1998,Action Thriller,7547
tt0120804,Resident Evil,2002,Action Horror Sci-Fi,5489
tt0120822,Sherdil,1999,Family,6086
tt0120832,Snake Eyes,1998,Crime Mystery Thriller,13268
tt0120841,Species II,1998,Action Horror Sci-Fi,6347
tt0120844,Star Trek: Insurrection,1998,Action Adventure Sci-Fi,12281
tt0120855,Tarzan,1999,Adventure Animation Family,6431
tt0120856,Tarzan and the Lost City,1998,Action Adventure Family,3485
tt0120860,From Dusk Till Dawn 2: Texas Blood Money,1999,Crime Horror Thriller,4529
tt0120873,U.S. Marshals,1998,Action Crime Thriller,9674
tt0120877,Vampires,1998,Action Horror Thriller,5757
tt0120894,The Wisdom of Crocodiles,1998,Crime Mystery Romance,5709
tt0120903,X-Men,2000,Action Adventure Sci-Fi,5195
tt0120907,eXistenZ,1999,Horror Sci-Fi Thriller,12920
tt0120913,Titan A.E.,2000,Action Adventure Animation,14702
tt0120915,Star Wars: Episode I - The Phantom Menace,1999,Action Adventure Fantasy,13452
tt0121259,Fat ngoi ching,1985,Crime,6776
tt0121431,János vitéz,1973,Adventure Animation Fantasy,2428
tt0121568,Xi you ji,1966,Adventure Fantasy,5595
tt0121595,El ninja mexicano,1991,Action,4009
tt0121629,Pe aici nu se trece,1975,War,7964
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,Action Adventure Fantasy,8891
tt0122027,Convict Stage,1965,Western,5157
tt0122050,Xin qi long zhu,1991,Action Fantasy Sci-Fi,6059
tt0122111,Ikarie XB 1,1963,Sci-Fi,5029
tt0122151,Lethal Weapon 4,1998,Action Crime Thriller,14160
tt0122323,Young Hercules,1998,Action Adventure Fantasy,6288
tt0122505,Giochi erotici di una famiglia per bene,1975,Horror Mystery Thriller,4826
tt0122564,Kaidan Oiwa no borei,1961,Horror,3970
tt0122571,De komst van Joachim Stiller,1976,Mystery,12309
tt0122573,Sista kontraktet,1998,Crime Thriller,3554
tt0122629,Nero veneziano,1978,Horror Mystery,6448
tt0122685,"Riti, magie nere e segrete orge nel trecento...",1973,Horror,4852
tt0122690,Ronin,1998,Action Adventure Crime,7020
tt0123153,Lille Virgil og Orla Frøsnapper,1980,Family,4404
tt0123277,Sovsem propashchiy,1973,Adventure,4954
tt0123890,Hodja fra Pjort,1985,Family Fantasy,3723
tt0123917,"Isabella, duchessa dei diavoli",1969,Adventure,6882
tt0123948,Cure,1997,Crime Horror Mystery,4806
tt0124008,Miss Morison's Ghosts,1981,Fantasy Thriller,8420
tt0124014,The Mutilator,1984,Horror Thriller,5634
tt0124102,Strangeland,1998,Horror Thriller,6432
tt0124147,Strit og Stumme,1987,Adventure Animation Family,3657
tt0124265,The Voyage of the Mimi,1984,Adventure Family History,2775
tt0124621,Femina ridens,1969,Thriller,3894
tt0124701,Hajka,1977,War,5074
tt0124836,Nu jing cha,1973,Action Crime,4953
tt0124854,A Rock and a Hard Place,1999,Adventure Romance,4589
tt0124864,Salige er de som tørster,1997,Crime Thriller,9269
tt0125108,Furimukeba ai,1978,Romance,3011
tt0125147,Hitomi no naka no houmonsha,1977,Sci-Fi,6162
tt0125434,Nerawareta gakuen,1981,Fantasy Sci-Fi,5886
tt0125554,To minutter for sent,1952,Crime,7147
tt0125576,Varastettu kuolema,1938,Thriller,4072
tt0125710,Sha chu xi ying pan,1982,Crime Romance Thriller,2805
tt0126237,Cherez ternii k zvyozdam,1981,Sci-Fi,10236
tt0126803,Baby Doll,1988,Thriller,2076
tt0126839,Chung fung dui liu feng gaai tau,1996,Action Crime,5318
tt0126877,Dr. Satán y la magia negra,1968,Horror,4107
tt0127751,Recoil,1998,Action,5718
tt0128165,Blazin',2001,Action Crime,7137
tt0128266,El imperio de Drácula,1967,Horror Mystery Thriller,2430
tt0128347,Midnight Blue,1979,Thriller,3605
tt0128358,La montagna di luce,1965,Adventure,5485
tt0128795,Il trionfo di Robin Hood,1962,Adventure,5095
tt0128802,Unnaturally Born Killers,1996,Horror,9549
tt0128981,Rodina zovyot,1936,History War,5128
tt0129062,The Escape,1998,Action Adventure,5413
tt0129167,The Iron Giant,1999,Action Adventure Animation,8061
tt0129332,Ravenous,1999,Horror,4678
tt0129855,The Curse of the Screaming Dead,1982,Horror,6179
tt0129924,FernGully 2: The Magical Rescue,1998,Adventure Animation Family,4084
tt0129979,Haiducii,1966,Action Adventure History,6663
tt0130018,I Still Know What You Did Last Summer,1998,Horror Mystery,5777
tt0130087,La loba,1965,Horror Mystery Thriller,2464
tt0130236,Samurai Cop,1991,Action Crime Thriller,5387
tt0130370,Best of the Best 4: Without Warning,1998,Action Adventure Thriller,3272
tt0130623,Dinosaur,2000,Adventure Animation Family,4184
tt0130650,Eko eko azaraku III,1998,Horror,4557
tt0131405,"Galax, omul papusa",1984,Fantasy Romance Sci-Fi,4830
tt0131479,Meitantei Conan: Tokei-jikake no matenrou,1997,Adventure Animation Crime,10513
tt0131537,Phantasmagoria,1995,Adventure Horror,2554
tt0131543,Portrait in Terror,1965,Crime Horror Mystery,4179
tt0131646,Wing Commander,1999,Action Adventure Sci-Fi,8278
tt0132333,Mormor og de åtte ungene i byen,1977,Family,3805
tt0132334,Mormor og de åtte ungene i skogen,1979,Family,3752
tt0132340,Las mujeres panteras,1967,Action Horror Sci-Fi,4366
tt0132451,Curse of the Puppet Master,1998,Fantasy Horror Romance,6256
tt0132910,The Crow: Salvation,2000,Action Crime Fantasy,5460
tt0133093,The Matrix,1999,Action Sci-Fi,8156
tt0133152,Planet of the Apes,2001,Action Adventure Sci-Fi,6892
tt0133154,Pokhishchenie 'Savoi',1979,Adventure Family,6824
tt0133240,Treasure Planet,2002,Adventure Animation Family,8407
tt0133372,Annabelle's Wish,1997,Adventure Animation Family,6263
tt0133751,The Faculty,1998,Horror Sci-Fi,9330
tt0133952,The Siege,1998,Action Thriller,12585
tt0133985,A Murder of Crows,1998,Action Crime Thriller,8112
tt0134033,Plunkett & Macleane,1999,Action Adventure Crime,5728
tt0134273,8MM,1999,Mystery Thriller,10308
tt0134619,Disturbing Behavior,1998,Horror Mystery Sci-Fi,6365
tt0134847,Pitch Black,2000,Horror Sci-Fi,6285
tt0134899,Podzemelye vedm,1990,Adventure Fantasy Romance,3640
tt0134902,Le porte dell'inferno,1989,Horror,6029
tt0134983,Supernova,2000,Horror Sci-Fi Thriller,6757
tt0135033,Veneno para las hadas,1984,Fantasy Horror,4609
tt0135442,Heat Street,1988,Action,5055
tt0135465,Hustler Squad,1976,Action War,3604
tt0135591,Parenthesi,1968,Romance,2617
tt0137137,Un om în loden,1979,Thriller,5129
tt0137224,Svampe,1990,Family Fantasy,4183
tt0137226,The Treasure of Swamp Castle,1985,Adventure Animation Romance,8658
tt0137279,The Woman in White,1997,Mystery Thriller,10449
tt0137452,Cybernator,1991,Action Sci-Fi,6124
tt0137494,Entrapment,1999,Action Crime Romance,6865
tt0138326,Black Cat Run,1998,Action Mystery Thriller,7270
tt0138647,Nattens engel,1998,Horror,3541
tt0138703,Phantasm IV: Oblivion,1998,Fantasy Horror Sci-Fi,2482
tt0138764,Ruusujen aika,1969,Sci-Fi,6439
