,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
"bloody, bit, mate",-0.004849576034757774,-0.00320035014556197,0.017237093031781114,0.06516949095930613,0.02569284790115489,0.06591739716668599,3.168351258864277e-05,-1.0114564247487579e-05,1.83005414635673e-05,-0.0333125523156923,4.26556043389148e-05,9.321898687630892e-06,4.925536813971121e-07,0.005684793726686621,-8.99618989933515e-05,0.019413615391919103,-0.3057028274063526
"boat, sea, ship",-0.03455799928360648,0.11809408257249743,0.02234055478766095,-0.0585405530719072,0.004794500715433969,-0.00700779569910992,7.857596574467607e-05,-9.140283054875908e-05,-4.608413233242459e-06,0.031222420205267554,-0.00011907537733812923,-3.5430087336862925e-05,-1.456605241401121e-05,-0.09346045200345543,4.024231884613982e-06,-0.0004956289561508509,-0.11758580530742344
"book, read, write",-0.10180902829961269,-0.010019974914030172,-0.031251779909325705,-0.016693923816092138,0.005244189175755309,0.08338310323779297,0.0001235596550941409,-9.89149102679221e-05,3.613603717167457e-05,0.02865409311652911,-0.00018506002133000798,-1.1596877357078483e-05,0.00010676830424927175,-0.00881023893452948,-3.052685133297928e-05,-0.013376474594010812,0.1166169638610326
"car, drive, road",0.03991920194130216,0.019796026981111936,-0.01536256921099266,0.09482735334131576,-0.017331910677967244,-0.0061146240896050585,-4.558351429295726e-05,-4.6440200094366446e-05,-5.472234080228233e-05,0.032817149694665204,-0.00013976107760260703,-0.00011718914458924701,-3.437345367274247e-05,0.004519282107821709,5.093764957564417e-05,-0.026933841895143473,-0.41286253087146735
"church, priest, man",-0.08660232964575698,-0.06085307410603491,-0.028295229671130073,-0.04699121424164332,-0.003633921660366468,0.07865948454127647,-0.0002410267779850983,-0.00015218982025544392,7.130706815716703e-05,0.09759056669713573,2.0395296323139078e-05,-2.976801511067606e-05,-0.0001717938339425018,0.004701901282714971,-4.528958743321709e-05,0.035718877334827814,0.11209401638262777
"color, font, plckman",0.005924891486756678,0.006388136028817826,0.009797524267924018,0.015608255789629766,0.004885808275503223,-0.01367009963178134,-0.00017732518745106063,-6.838840454292949e-05,1.1981879424083353e-05,0.05212187481447472,4.034100630478932e-05,-7.060990333229711e-05,-3.540305078786332e-05,0.0015781111796968617,-1.4086048167882836e-05,0.016661164520262617,-0.5684801381099316
"court, case, lawyer",-0.06884178901418636,-0.02984646917502687,-0.015555547014628246,-0.08355160777136916,0.06720353948912816,0.21703851789425244,0.00018812835332937539,-6.203280554473167e-05,8.233620779596329e-05,-0.15008463209051115,2.9979940247837344e-05,-6.142666461528279e-05,-6.05138557148166e-05,-0.004686480563577788,2.5832625397015363e-05,-0.008907977370046893,0.014211397793096004
"dad, mom, kids",-0.08954032377005205,0.005747852916101692,-0.07602732294071757,-0.028434125558874257,-0.06844736271887086,0.11833974429191585,0.0005479618648678297,7.5159141488256864e-06,-1.3569955082726182e-05,-0.0425195975931274,3.1632205854670303e-06,2.8355788344924804e-05,-0.00013593333449080092,-0.013931096010310284,3.725582541846961e-05,0.018565014839670546,-0.0952424716853966
"dear, man, young",-0.14262289005273487,0.024258032914076466,0.012064566074059258,0.042489934871809965,0.03191537894872454,-0.039230042951658106,0.00016704725385352504,1.8498167264624499e-06,9.043397309405066e-05,0.12165518036817957,6.687390089799017e-05,0.00010910714354395168,0.00010972686504828744,0.029607796969685296,1.1693613487295806e-05,0.05098386416274492,-0.07152054187866166
"doctor, hospital, blood",-0.18621695125875704,-0.08506389047397533,-0.033728408820024924,-0.051369305339903804,-0.06954149695775413,0.03228883450356079,-0.00042518337977526244,-0.0001035637251902699,0.00010262719074449755,0.1583017032025964,-0.0003272780895615668,-4.951156734023243e-05,-8.59474976095953e-05,0.013341257012143615,2.0665598640334792e-05,0.03381537010393877,0.020602731677933885
