,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
"bit, bloody, time",-0.0227006812719992,-0.011067330940704778,0.006377130734699588,0.06313329273234558,0.07553647969962185,0.07033190981155713,0.008485526005305388,1.7650320082829296e-05,2.9057978644164706e-05,-0.08174439003641965,-0.11550015221323373,-2.5094599439778875e-05,-0.0005283091936689743,-0.0042498711182918925,1.1995043337265088e-05,0.052332303373924915,-0.1344865209177184
"boat, ship, sea",0.07497579330447479,0.16030402131946175,0.02958096573981428,-0.07081652289116391,-0.00018342021576245315,0.07911077821029266,0.018516236168020894,-0.00011952342545296091,-1.1308999471770775e-05,0.021547890854094476,0.05614454496181409,-1.919055476751197e-07,-5.498256041391869e-05,-0.12433659840755285,-5.113991119287675e-05,0.044236278413516406,-0.5277708803789372
"brother, today, girl",0.15359676441039483,-0.05280420660528762,-0.051653221799603855,0.06488027654995676,0.020050111991622543,0.1039915578946875,0.03576720940495792,-0.0005710392504266748,1.80906058453445e-05,0.047196813143273175,0.0836137834597327,4.454927911612394e-05,0.0006690645504932036,0.016093384092940255,6.37604050552909e-05,-0.6110868175484218,0.06295128577169251
"call, car, phone",-0.008726863632546156,-0.05395582016535627,-0.0409099229936265,0.25066477700056566,0.046395214943458996,-0.05243290987164073,-0.013875097566731442,1.5528340901127535e-05,-2.516431002730357e-05,-0.06809708728223995,0.022599792062676278,4.866142709047949e-05,0.0010342507157474756,-0.03338735437120466,3.660440688690869e-05,-0.017540262469815993,-0.15495248489813074
"car, plane, train",0.05908577021909878,0.0626419191739842,0.014209430225386566,-0.03807504866438194,0.0003525471061038843,0.04749248540450424,0.00676566197897821,6.1419361472303535e-06,-6.554846053830055e-05,-0.011731492107173835,0.03900041264633236,-9.587729706828085e-06,-0.00020642906110879267,-0.01298589362364333,-3.269241005909862e-05,0.07786189295781987,-0.12355858717160917
"court, color, font",-0.030930554153428602,0.011076441759541922,0.013660751544781635,-0.031353542643955734,0.04813880545862048,0.1258452302323576,0.012934606191234432,3.590879359360866e-05,1.1019808152434862e-05,-0.03903525235637062,0.016116288626114472,-7.246725552767508e-05,3.219440350221703e-05,0.0028348970529527007,-0.00011251667115175223,-0.08082395405935827,-0.09565518521283334
"dad, mom, home",-0.02739074648161477,0.03814253441760229,-0.051761767666410385,-0.01865230571365828,-0.022852577109915728,0.08014413320188396,0.050136368947309995,5.655476018384675e-06,3.7258865040801226e-05,-0.04014513260972308,-0.09973234351718663,-6.427254872676258e-05,-0.00033150693252537167,-0.04016092345950084,-7.308551960250043e-05,0.019391759985974893,0.07923032553946374
"dear, darling, night",-0.0449278142368712,0.0669391046903911,-0.06008075015775227,0.19365233896678546,0.030883860377343808,-0.12886493266887555,0.024724863967445554,9.947432107471066e-05,1.9201538748792046e-05,0.06444350478159322,0.08634728285239834,9.243402259295763e-05,0.002155231708456995,0.01075681547814844,3.207753889000742e-05,0.09514932495967443,-0.06783522375504969
"doctor, hospital, patient",-0.13272435023463913,-0.08500248834570812,-0.07522741196185345,-0.08549968937586527,-0.07395115226745475,0.02701967635425717,-0.07283794671167243,-3.037997151600358e-05,8.295946189118553e-06,0.12413516224114574,-0.041334849605497936,-2.8371051346676168e-05,-0.0007077753161865985,0.020952296339700638,-6.035045862518018e-05,0.047974663587124766,0.06440653155457787
"dog, cat, boy",-0.1227167523920798,0.14775410016773094,0.18696562969724795,0.08149989993671625,-0.13578697504726733,-0.22132835209967539,0.21004792186694554,-5.216266877328124e-05,-0.00020748199428499703,-0.0072130662358631525,-0.058055059628673966,-9.49967232005966e-05,-0.0005940935907347011,-0.011750081683038704,-1.719690135359997e-05,-0.016332772638546933,-0.18553439904524005
"eat, put, water",-0.1697359398513072,-0.033899959413247416,0.008262183641095433,0.2885828364196641,-0.1157397157039668,-0.0009842289796324621,0.07603284376479434,0.0001283908193330241,-0.00011855067776322947,-0.08872136357422278,0.004554407100852753,-4.324868594407505e-05,-6.250341857594321e-05,-0.026262665367400073,-1.3750444850302301e-05,0.1006366333089832,-0.023757273727294415
"film, movie, camera",-0.10954705684889632,0.007748992488359363,0.019884515176841422,0.003898586299328599,-0.0741814408911523,-0.0236611269245941,0.01804145186777517,-6.009646822313641e-05,3.620240384893947e-05,0.05962479654499475,-0.18499822700999724,-6.675253950727544e-05,-0.000225363720801397,0.003355868083968039,-8.772687306191074e-05,-0.02207002221921517,0.03736254701126285
"francs, french, love",-0.03876310837404162,0.02757910187528978,-0.004811942728771168,0.0132072006663293,0.025534171593335486,0.11687622221006677,-0.04522286181765267,2.0407757914453484e-05,9.936841597557589e-06,0.018040637895410327,0.0030061212691958605,1.7307752263162612e-05,5.7874842241290025e-05,0.0013544862191845475,-0.0001260999042642652,0.008654212347855461,-0.003107534125739164
"fucking, fuck, man",0.0467234100215137,-0.039697054427051626,-0.02301241466157644,-0.18320647939754053,0.200202265767075,0.12798132845375676,-0.0725915103272754,-3.668359904729357e-05,-6.329359883983088e-07,0.05008433106922894,-0.03645361412839154,-5.1566046910700436e-05,-0.00022281889505393337,0.010064857388930148,-2.3044129193294793e-05,-0.01894940947279511,0.026958983888821786
"game, win, play",0.011947975455768756,0.001940147031291417,0.019958794142905578,0.0655543795619451,-0.010538364159145885,-0.02341352189432655,0.03878030918205155,-4.488066116614675e-05,2.914308953649858e-05,-0.039626198979021865,0.06042920529371898,-6.461846930250204e-05,-0.00023503241391154006,-0.0106336335180639,-3.0977653523223125e-05,0.053433684829492734,0.06624664595300045
"guys, great, time",0.020418572550767067,0.047684623025588735,0.06473657402260158,0.35541567746440705,-0.15656313412728196,-0.19205393494848977,0.06089068071728221,0.00013068079549438671,-0.0002200452866556457,0.015857434983445273,0.04234239057738898,-8.44919885167883e-07,0.000664049995066307,-0.04428195162978388,-6.340105755953118e-07,-0.3871152266697109,0.1291658489139107
"hell, guy, guys",0.330355956855783,-0.017785399686687242,0.015266307864329587,0.018456511057138414,0.21156946846531355,-0.09450415528590383,-0.13859954795004725,9.535993931875097e-05,5.390331270316295e-05,0.15772362038660503,-0.15967231031898566,-1.1128072046506787e-05,-0.00019806643467745744,-0.00014523883738881693,0.0002660968202690128,0.022588512670807415,0.06483388866063056
"house, door, room",-0.2954681593855639,-0.16706423053165054,-0.00522449950643078,-0.08261221213069803,-0.11692091953318595,-0.2691758775808921,0.0032098312623644043,3.7605175465360574e-05,1.949531453887543e-05,0.45693626568026957,-0.1099441302802916,0.00012747329682127884,-0.0007998304754437413,-0.010120808778063317,7.975059270393103e-05,0.04727924535121719,0.02490078532330875
"king, majesty, highness",0.030682030527714232,0.15291744434216525,0.0425191363898858,0.046576400618050684,-0.048390643547463696,-0.13562627115788928,0.04217339361111194,-1.9082368316603038e-05,0.00012156453377087928,-0.2607716668217108,-0.02745218930584503,-7.722383914421371e-05,-0.00016371124388570024,-0.020591787471950118,-5.092205356049817e-05,-0.00021148260923031792,-0.06957368862038144
"leave, excuse, evening",-0.3077892287165014,-0.005762496548413765,-0.060312672947341106,0.26116027050193225,0.0013415596190498036,-0.18464975255665195,-0.048665826629566755,-6.822587888422049e-05,0.00010458600246043837,-0.009278631047891395,0.035215507568086224,3.9399765881409365e-05,-0.0007938476765048108,-0.010885599932842105,8.468428404739825e-05,0.03906551663669022,0.14414507271401478
"lord, man, master",0.014142731803303832,0.02212873192547704,0.008992975762020627,-0.004933481237003434,-0.004870731545452145,0.06587237186840866,0.016209276834604047,-4.512640971432447e-05,2.4715685061682535e-05,0.03470630153901766,0.011275126588235151,-9.321228075265253e-05,-0.00010233507964585442,0.01284961413779201,-3.7759704355266877e-05,0.052573218555962975,-0.17881910288286318
"love, life, heart",-0.08360940272359585,-0.015220851582853356,0.07872358026855153,-0.1579581822070395,-0.01161029817922099,0.23047902024700306,0.022831549248184146,0.00017761913848124422,-2.8362197453724036e-05,-0.1450981235211657,0.2557023317588064,7.028072797921059e-05,0.0010061668654088862,-0.013203146511800767,-0.00018347668992646504,0.12099240236789743,-0.12485040731667396
"love, married, wife",-0.09143670605226362,-0.15762842791809817,-0.02249441211711778,0.1985843450520406,-0.06155385967394977,-0.09106195117533389,-0.03670053011864782,5.772377566826137e-06,9.467337136026543e-06,-0.1861466884311085,0.1293126664322644,-0.00016147249739639769,0.0017489934180048294,-0.012841515710455553,-0.00012532556866062805,-0.014567209829129846,-0.11651255324631205
"love, stop, girl",-0.09369318975950591,-0.08099713229421468,-0.022202950240023833,0.25236180424690247,-0.0017024272359549286,-0.0008268432811746607,-0.14356116161529364,-2.1870433528636823e-05,-3.278079883184404e-05,0.05657411672891044,0.0009863338979381742,-0.00011383754146176983,-8.08296526884078e-05,0.012331015239662957,3.3836832244560355e-05,-0.046587263370001075,-0.06723810039899103
"man, church, priest",-0.0813987954015829,-0.027380503319022864,-0.0645095916414482,-0.0013233848849267815,0.020367491744764266,0.1590522501091982,-0.016467392831129635,-0.0001683693559522137,6.527494371494358e-05,0.057517711661603244,-0.009952741227419848,-2.1244306898093868e-05,-0.00024309439777425723,-0.032127277765894635,2.939230262199999e-05,0.050021361715951285,-0.012608618254156712
"man, comin, baby",-0.013813951663905755,0.027807384047491723,0.006922993263279387,0.09042222304924508,-0.028124703123467043,0.0006890117488183023,0.028219909446694724,-3.3799475451790073e-07,4.017426579538963e-05,-0.08452803416048482,0.058752977873006706,-8.19467651538286e-05,-0.00015690593943418207,-0.0019094710764867573,-0.00016659880074598732,0.05975131770063369,-0.17285955709147616
"man, find, water",0.027048964368987072,0.3004652625131712,0.021576110619379918,-0.06856904622509319,-0.055522760562780604,-0.1479745212736816,0.018235849616673683,-2.7633627923018267e-05,9.998751848927512e-06,-0.035400873485286866,-0.02627121892570039,1.138356690089104e-05,-0.00010160139390791301,0.006799039671869789,-5.2842121931462316e-05,-0.00920225650397799,0.06378809691494891
"man, horse, town",0.005673930707985164,0.026863820805374417,-0.10857227540955416,-0.06900272395432694,-0.04029588127286843,-0.32351184568915414,0.018192319256906897,5.080733476381383e-05,3.5611577179794907e-05,-0.022064051010147523,0.07880971221594546,3.695653970847701e-06,-7.43619712011423e-05,0.0062151032854023125,-1.51334143083659e-05,-0.25953454905285955,0.6905267769883134
"man, kill, die",0.2897604469253565,0.092453685880173,-0.012748988687058427,-0.27289417308202246,0.04413706751256541,0.032938526236023336,-0.0339409534916566,7.448984540481263e-05,7.12105623682513e-05,0.043175419546514604,-0.16151707023576023,4.436563417353767e-05,-7.75744701968506e-05,0.022816653222045957,0.00010051888790485464,0.09320582081203588,0.22322279251195987
"master, uncle, brother",0.3254627246187738,0.00834109033189634,0.013570690615012482,0.047131229647675354,-0.047240676860383246,-0.0769794049997472,-0.0023859242017520987,2.653410035546866e-05,-9.272406289229096e-05,0.025473790409535013,0.032261858040767644,-1.2011934698352711e-05,8.700385114934761e-05,-0.009137749230880954,-0.0001682047941358178,0.050612313337972115,-0.18348323569296066
"minute, wait, man",0.010900420325015148,0.0160798431695639,0.06292078202613594,0.231339413778187,0.15341437652932655,-0.0018495915483072167,-0.007425506737034571,9.062471535448147e-05,9.689217789254911e-05,-0.027734172929740453,0.1346708339268483,-1.854591532479688e-05,0.0005125705501995981,0.02745093365727147,-8.745262584852753e-05,0.12809786833221803,0.06954025644516815
"money, pay, work",-0.11596437798448278,-0.0010746735024440568,-0.04888220200495086,-0.03994715862245357,0.054307585287460824,0.14355820711080014,0.014367422453439305,-6.084539567741132e-06,-3.832881731255511e-05,-0.1841486802622967,0.061734812769183245,-0.00010207723171928862,-0.0004654589076835691,-0.016368521267103642,-2.40811712615141e-05,0.006254038420600239,0.09634732963185277
"mother, father, child",-0.1109562406072655,-0.028507310898930882,-0.07765116194300203,-0.18649829904461512,-0.043218517710556625,0.2736494210730598,0.04651112413166425,4.994874413566386e-05,4.911430764753533e-05,0.01781031960490509,0.020789696551974046,-4.127246325841272e-06,-0.0005814515939164266,-0.0014428296581354694,-3.7379593777586706e-05,0.02403804138541199,-0.03753250723497059
"music, man, chuckles",0.04401754485479614,0.042703377266661846,0.004618876486132351,-0.09434405096044429,0.01109649595451856,0.07171211947570555,0.02730924211831187,2.2531323377705803e-05,1.4662664535425307e-05,0.09571493593648484,-0.07684874749917991,3.950243737449455e-05,-0.000536571043994627,0.01493852472789925,0.00011488431482575834,0.017040699205845833,0.04359150842202064
"pas, vous, les",0.00011211223153395622,0.01094507366860853,0.01407545489235612,-0.06173564015716693,0.018920442679814187,0.050056639184731466,0.00904277616150645,4.4092166648357356e-05,-2.4159831049419545e-05,0.018478410301895565,0.03264440727191953,2.144486409316748e-05,-7.90410742865788e-05,0.006705126841939857,-0.00014443665284602503,0.03051558248618169,0.03833186639543945
"people, country, government",-0.005188121535923074,-0.1458486937417547,0.02640376741341388,-0.021875854770769365,-0.06919376003173738,0.14346048115294252,0.014205407970891093,-6.760707991096057e-06,6.638569255956739e-05,-0.13718977186090342,0.08516596025897027,3.965477733292033e-06,-6.279543777054641e-05,-0.017874790657771644,2.319769555469975e-05,0.037613753076966794,-0.0022058880129636194
"police, car, find",0.2452295106886595,0.06682912356245652,0.039649098035721586,0.004165020650816587,0.33470744832447963,-0.22727034941090096,0.037019426432087554,-4.042124356473664e-05,0.00010178838197738571,-0.11427746563867913,0.08907047110709176,-4.868787659308843e-05,-0.0006866931362310424,-0.07444773579892394,4.7402661948581226e-05,0.016379143866970924,-0.021249548850464373
"police, killed, found",-0.008605864551327613,-0.19052483343693893,-0.018426714999413063,-0.22243974269076716,0.41549461210888694,-0.049115729659661156,-0.0449472642394142,-7.023465499811365e-05,-3.520772118170701e-05,0.05677274629488238,-0.03790728640239349,0.000373769128123147,-0.001887304439151194,-0.0036533596500140098,0.00022827761131338775,0.06507250139337972,0.0194946323078673
