IMDB-ID,MLS,MLC,MLNP,SCR,DPPC,ADJCL,PASSPS,NPPS,CNPS,CNPC
tt0018867,5.1265822784810124,7.014585232452142,3.0174717368961974,0.7308461025982678,0.2014585232452142,4.808317089018844,0.022651565622918056,0.6482345103264491,0.5416389073950699,0.7411121239744758
tt0020679,6.04983922829582,7.1067044381491975,3.1616465863453813,0.8512861736334405,0.3314447592067989,11.427052883337762,0.016881028938906754,0.8006430868167203,0.6881028938906752,0.8083097261567517
tt0020691,5.546049555867228,6.748009101251422,3.1119104716227017,0.8218793828892006,0.2974971558589306,9.862597993762117,0.014960261804581581,0.5848527349228612,0.5212716222533894,0.6342434584755404
tt0021068,7.002561912894961,7.861936720997123,3.1816461684011355,0.8906917164816396,0.286673058485139,7.195121951219512,0.02220324508966695,0.9026473099914603,0.807002561912895,0.9060402684563759
tt0021128,6.740990990990991,6.673355629877369,3.099875156054931,1.010135135135135,0.3010033444816054,10.357500835282325,0.03265765765765766,0.902027027027027,0.7421171171171171,0.7346711259754738
tt0021165,7.422145328719723,6.591886908420405,3.2071767095463777,1.1259515570934255,0.36508912108174557,13.146853146853147,0.02768166089965398,1.022145328719723,0.903114186851211,0.8020897357098955
tt0021168,5.731060606060606,6.838418079096045,3.016901408450704,0.8380681818181818,0.25536723163841807,9.914077990746861,0.03598484848484849,0.6723484848484849,0.5482954545454546,0.6542372881355932
tt0021378,5.783264746227709,7.182282793867121,3.2085106382978723,0.8052126200274349,0.28109028960817717,8.776091081593927,0.02194787379972565,0.644718792866941,0.5459533607681756,0.6780238500851788
tt0021814,10.650174216027875,8.457664637520752,3.3913405495420483,1.2592334494773518,0.36524626452684006,20.28397565922921,0.09059233449477352,1.6738675958188154,1.5519163763066202,1.2324294410625345
tt0021815,5.673181324647123,6.865965834428383,3.151315789473684,0.8262757871878393,0.30486202365308807,14.354066985645932,0.029315960912052116,0.6601520086862106,0.5852334419109664,0.7082785808147175
tt0021864,6.366071428571429,6.614100185528757,3.0625,0.9625,0.2653061224489796,12.622720897615709,0.0375,0.8285714285714286,0.7089285714285715,0.7365491651205937
tt0022100,5.715317919075145,6.969162995594714,3.0845588235294117,0.8200867052023122,0.3039647577092511,12.262958280657395,0.04335260115606936,0.7861271676300579,0.6683526011560693,0.8149779735682819
tt0022135,6.268737339635382,6.664752333094041,3.2695121951219512,0.9405806887238353,0.34816941852117733,11.632916846186989,0.01823092505064146,0.5536799459824443,0.4814314652261985,0.5118449389806173
tt0022291,6.036697247706422,5.968253968253968,2.9190938511326863,1.011467889908257,0.3333333333333333,9.118541033434651,0.02522935779816514,0.7087155963302753,0.5779816513761468,0.5714285714285714
