IMDB-ID,MLS,MLC,MLNP,SCR,DPPC,ADJCL,PASSPS,NPPS,CNPS,CNPC
tt0016029,6.082520630157539,7.001727115716753,3.110403397027601,0.8687171792948237,0.3065630397236615,11.470152935372472,0.012753188297074268,0.7066766691672918,0.6354088522130532,0.731433506044905
tt0018867,5.1265822784810124,7.014585232452142,3.0174717368961974,0.7308461025982678,0.2014585232452142,4.808317089018844,0.022651565622918056,0.6482345103264491,0.5416389073950699,0.7411121239744758
tt0020621,5.179930795847751,6.424892703862661,2.9285714285714284,0.8062283737024222,0.21316165951359084,5.1213538187486085,0.020761245674740483,0.5167243367935409,0.43252595155709345,0.5364806866952789
tt0020629,5.274479166666667,6.365179132620993,2.988711194731891,0.8286458333333333,0.2972972972972973,11.355781574010072,0.017708333333333333,0.5536458333333333,0.4765625,0.5751099937146449
tt0020640,5.64039603960396,6.702117647058824,3.0267857142857144,0.8415841584158416,0.28847058823529415,11.515236624069653,0.014653465346534653,0.620990099009901,0.5132673267326733,0.6098823529411764
tt0020641,7.168612191958496,6.4304828388598025,3.4032403240324034,1.1147859922178989,0.31239092495637,13.479283517278812,0.02464332036316472,0.7204928664072633,0.6361867704280155,0.5706806282722513
tt0020670,6.757516973811833,5.964897260273973,3.093283582089552,1.1328806983511155,0.3321917808219178,15.645184440935841,0.027158098933074686,0.7798254122211445,0.6537342386032978,0.577054794520548
tt0020679,6.04983922829582,7.1067044381491975,3.1616465863453813,0.8512861736334405,0.3314447592067989,11.427052883337762,0.016881028938906754,0.8006430868167203,0.6881028938906752,0.8083097261567517
tt0020686,4.7795275590551185,6.675569520816968,2.9308996088657104,0.7159730033745781,0.2152395915161037,7.060484819957637,0.015185601799775027,0.4313835770528684,0.36220472440944884,0.5058915946582875
tt0020691,5.546049555867228,6.748009101251422,3.1119104716227017,0.8218793828892006,0.2974971558589306,9.862597993762117,0.014960261804581581,0.5848527349228612,0.5212716222533894,0.6342434584755404
tt0020702,4.926086956521739,7.186046511627907,3.052486187845304,0.6855072463768116,0.2758985200845666,9.414533686378347,0.010144927536231883,0.5246376811594203,0.4449275362318841,0.6490486257928119
tt0020707,6.290322580645161,7.833876221498372,3.0842105263157893,0.8029642545771578,0.26058631921824105,7.9002079002079,0.02702702702702703,0.8282476024411508,0.7428073234524848,0.9250814332247557
tt0020727,6.123113582208101,7.320987654320987,3.1126173096976015,0.8363780778395552,0.23171889838556506,7.264236606563757,0.024622716441620333,0.7617156473391581,0.6560762509928515,0.7844254510921178
tt0020738,4.865284974093265,6.864035087719298,2.9718045112781954,0.7088082901554404,0.2909356725146199,7.667731629392971,0.008290155440414507,0.5512953367875648,0.47046632124352333,0.6637426900584795
tt0020783,5.352022711142654,6.450812660393499,3.0386940749697704,0.829666430092264,0.29597946963216426,10.873889404588251,0.017033356990773598,0.5869410929737402,0.49751596877217885,0.5996578272027374
