,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,micro avg,macro avg,weighted avg,samples avg
f1-score,0.5466666666666666,0.4774193548387097,0.43678160919540227,0.6236345580933464,0.5348314606741573,0.7515723270440252,0.41666666666666663,0.1791044776119403,0.20338983050847456,0.6783625730994152,0.5190839694656488,0.32967032967032966,0.3929273084479371,0.5,0.2792452830188679,0.6,0.8115942028985507,0.5829820452771273,0.4871147422294199,0.5670777587851931,0.5970175438596491
precision,0.5913461538461539,0.556390977443609,0.5,0.6931567328918322,0.5833333333333334,0.7384140061791967,0.6122448979591837,0.3157894736842105,0.5,0.7341772151898734,0.6415094339622641,0.42857142857142855,0.5235602094240838,0.5774647887323944,0.37755102040816324,0.65,0.8,0.6489398679179701,0.5778535100956311,0.6266513180171595,0.695906432748538
recall,0.5082644628099173,0.4180790960451977,0.3877551020408163,0.5667870036101083,0.49377593360995853,0.7652081109925294,0.3157894736842105,0.125,0.1276595744680851,0.6304347826086957,0.4358974358974359,0.26785714285714285,0.31446540880503143,0.44086021505376344,0.2215568862275449,0.5571428571428572,0.8235294117647058,0.5291950113378685,0.4352978175069412,0.5291950113378685,0.5815789473684211
support,242.0,177.0,49.0,554.0,241.0,937.0,95.0,96.0,47.0,184.0,78.0,112.0,318.0,93.0,167.0,70.0,68.0,3528.0,3528.0,3528.0,3528.0
