,Action,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,micro avg,macro avg,weighted avg,samples avg
f1-score,0.0,0.0,0.0,0.0,0.0,0.7106752168992833,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623439000960615,0.0424964660459786,0.1921156765703126,0.38352826510721244
precision,0.0,0.0,0.0,0.0,0.0,0.5511995318899942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5514619883040935,0.09124703128764672,0.19691844321613006,0.5514619883040935
recall,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698140200286123,0.0591715976331361,0.2698140200286123,0.3167641325536063
support,239.0,184.0,56.0,585.0,208.0,942.0,89.0,91.0,51.0,169.0,87.0,94.0,322.0,77.0,174.0,90.0,37.0,3495.0,3495.0,3495.0,3495.0
