params,mean_test_jaccard_sim,rank_test_jaccard_sim,mean_test_f1_micro,rank_test_f1_micro,mean_test_f1_macro,rank_test_f1_macro,mean_test_f1_weighted,rank_test_f1_weighted,mean_test_f1_samples,rank_test_f1_samples,mean_test_hamming_loss,rank_test_hamming_loss,mean_test_accuracy_percentage,rank_test_accuracy_percentage,mean_test_accuracy_number,rank_test_accuracy_number
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 1e-05}",0.486563352826511,13,0.562778826845747,15,0.424868706098814,177,0.537096327790753,177,0.577925925925926,13,0.095534915720674,651,0.242690058479532,25,207.5,25
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 0.0001}",0.478263157894737,29,0.555832716647347,61,0.428444010465392,159,0.542685146767757,147,0.573173489278753,19,0.101176470588235,629,0.224795321637427,37,192.2,37
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 0.001}",0.47095126705653,51,0.558517373299812,47,0.437793424210009,55,0.55168950386013,67,0.571200779727096,25,0.104747162022704,555,0.201637426900585,135,172.4,135
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 0.01}",0.464062378167641,109,0.552970289257885,97,0.431083076818552,125,0.544063314860147,111,0.564393762183236,115,0.105331957344341,493,0.193567251461988,165,165.5,165
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 0.1}",0.412424951267056,225,0.477700705053626,215,0.256636865466564,259,0.406910570739949,229,0.49024171539961,227,0.103529411764706,571,0.208771929824561,81,178.5,81
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 1.0}",0.320458089668616,505,0.362830153114088,299,0.042327419481104,421,0.19335204993463,409,0.387582846003899,505,0.115280357757138,173,0.154736842105263,465,132.3,465
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 10.0}",0.320604288499025,293,0.362792020065797,337,0.04206656645529,459,0.192910897145975,447,0.387680311890838,293,0.115252837977296,223,0.155087719298246,253,132.6,253
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 100.0}",0.320604288499025,293,0.362792020065797,337,0.04206656645529,459,0.192910897145975,447,0.387680311890838,293,0.115252837977296,223,0.155087719298246,253,132.6,253
"{'classifier__C': 10000.0, 'classifier__class_weight': None, 'classifier__decision_function_shape': 'ovr', 'classifier__gamma': 1000.0}",0.320604288499025,293,0.362792020065797,337,0.04206656645529,459,0.192910897145975,447,0.387680311890838,293,0.115252837977296,223,0.155087719298246,253,132.6,253
"{'classifier__C': 10000.0, 'classifier__class_weight': 'balanced', 'classifier__decision_function_shape': 'ovo', 'classifier__gamma': 1e-09}",0.243980506822612,567,0.346511218880951,577,0.186506499152614,327,0.311027280105843,315,0.340362573099415,573,0.173388372893017,115,0.026081871345029,559,22.3,559
