,jaccard_sim,hamming_loss,f1_micro,f1_macro,f1_weighted,f1_samples,accuracy_percentage,accuracy_number
BR-LSVC,0.47254037098920126,0.08808106868478388,0.5627782360724136,0.3724169094509904,0.5165853070754102,0.5635844652784225,0.22267706302794021,190.38888888888886
BR-SVC,0.47091152263374497,0.08664832014677216,0.558082908587282,0.3441985977255732,0.501727507609263,0.5593139639221509,0.22912280701754384,195.90000000000003
ExtraTrees,0.3810564219189949,0.09497783128846078,0.45733572029254443,0.1875361267285426,0.3699419398888933,0.4532413750425447,0.19353801169590648,165.47500000000002
LP-LSVC,0.4508483322503791,0.11025513129228301,0.5120887893983962,0.3744283710281598,0.5021416630792813,0.5402527615334632,0.21970435347628336,187.84722222222226
LP-SVC,0.47677328351743536,0.09398367924167715,0.5465505140503212,0.3581017895652183,0.49689919682224026,0.562138509854884,0.25064652371669915,214.30277777777772
MLPC,0.43830233118805234,0.10835473760654357,0.5424946743680968,0.42317265108932445,0.5375622795429644,0.5402040110095664,0.16066601689408705,137.36944444444447
RandomForest,0.37773532596924403,0.09613270649390361,0.45240914109270136,0.1697966518934059,0.36126450597978976,0.44989871283146143,0.1908252111760884,163.1555555555556
kNN,0.4301101905999568,0.10059435080074913,0.5235995444998438,0.3666173157362222,0.4918245036543951,0.5205076116216467,0.18434697855750484,157.61666666666662
