,jaccard_sim,hamming_loss,f1_micro,f1_macro,f1_weighted,f1_samples,accuracy_percentage,accuracy_number
100t_1000i,0.42918410609857977,0.09977038183694531,0.5111468205999969,0.31538743828775817,0.46480002168572315,0.5149251485194468,0.20067251461988303,171.57500000000002
100t_100i,0.43364170843776106,0.09896284829721362,0.5165127291691122,0.3242792678597535,0.4708116748597282,0.5201887705374548,0.20241228070175443,173.0625
100t_10i,0.42859967047247743,0.09965944272445819,0.5108532221615302,0.3148724853671125,0.4639883331317696,0.5144180379399678,0.19972222222222222,170.7625
100t_250i,0.43162157709087534,0.09929222566219471,0.5131364350011268,0.31998247288951487,0.46639967285375644,0.5175366805059788,0.20247076023391816,173.11250000000004
100t_500i,0.4367461361737678,0.09827313381492947,0.5192586870243919,0.32490334257712045,0.4730704954520358,0.5232390234846376,0.20542397660818712,175.6375
100t_50i,0.42857861668059033,0.0994891640866873,0.5117577852684967,0.318213482323214,0.465891275863437,0.5150040758461811,0.19805555555555554,169.33750000000003
50t_1000i,0.44499552701197437,0.09517887856897145,0.5277337386426708,0.3342376390064331,0.4803524061375609,0.5318738164856586,0.21248538011695906,181.675
50t_100i,0.4421997006404902,0.09560285517715858,0.5246307254398244,0.32938273752914576,0.4767097716961757,0.528155957022185,0.21134502923976609,180.70000000000002
50t_10i,0.44428399122807016,0.09519435844513244,0.5261624910715977,0.33096761573351074,0.4782620411987546,0.5307876203556029,0.21289473684210525,182.02499999999998
50t_250i,0.4392667780562517,0.09591761265909873,0.521235800854467,0.3223656194318697,0.4715658515539897,0.5248257333147685,0.21043859649122804,179.92499999999998
50t_500i,0.4423993142578669,0.09554179566563467,0.5243700274376432,0.32772125762777415,0.47472792391966784,0.5291370788081313,0.21089181286549707,180.3125
50t_50i,0.44544240230205134,0.09516167870657034,0.5276290786979864,0.3303788924966307,0.47949768306474544,0.5320865146873919,0.2132309941520468,182.3125
60t_1000i,0.44069378306878304,0.0958763329893361,0.5235364117585208,0.3294588902522796,0.4760705393033635,0.5270157917943006,0.20940058479532167,179.03750000000002
60t_100i,0.44251319270398215,0.09613261093911249,0.5232557262712214,0.32430748113573965,0.4747254171829761,0.528816381230855,0.21190058479532164,181.175
60t_10i,0.440661932609301,0.09611885104919159,0.5230519561686162,0.32870616680456327,0.4751370235394403,0.5270399610136453,0.20866959064327487,178.41250000000002
60t_250i,0.4411093532442217,0.09630460956312348,0.5233983697609792,0.32601305260699187,0.4748105111399564,0.528197925368978,0.2081140350877193,177.9375
60t_500i,0.44331631161236423,0.09596147230822151,0.5246760995299592,0.3303197518549382,0.4776506784975719,0.5298174603174604,0.21178362573099416,181.07500000000002
60t_50i,0.44110811751601225,0.09640350877192982,0.5241158025381973,0.3276406992949572,0.4767590728479162,0.5286157755499861,0.2078216374269006,177.6875
70t_1000i,0.43790770328599277,0.09699346405228759,0.519955014073811,0.3226449049795989,0.47270185848222873,0.5243866959064328,0.2069590643274854,176.95
70t_100i,0.4374277882205514,0.09707430340557274,0.5189212996780617,0.3245431620466736,0.47140309660087926,0.5235665552770816,0.20692982456140352,176.92499999999998
70t_10i,0.435563178780284,0.0974673202614379,0.5174777988267258,0.32533206478126464,0.47030577827506115,0.5214837324793465,0.2058187134502924,175.975
70t_250i,0.4389142300194932,0.09715084279325766,0.5207117773309837,0.3303336080949708,0.4740519810327639,0.5255354242086698,0.2074269005847953,177.35000000000002
70t_500i,0.43692167919799496,0.09712934296525627,0.5198222612965592,0.32439840983957635,0.47192059168709044,0.5227656409542374,0.20710526315789474,177.07500000000002
70t_50i,0.43792590852130325,0.09712074303405573,0.5206060054373156,0.32737578187145655,0.4743810457161487,0.5247749118165785,0.20527777777777775,175.51250000000002
80t_1000i,0.44156114824097276,0.09688940488476092,0.5228507661429798,0.3278790569425093,0.47587837933441374,0.5281910099322381,0.20969298245614038,179.28750000000002
80t_100i,0.4357198900027848,0.09782765737874097,0.51737779477633,0.3179351156060318,0.4701539364043371,0.5214964262508123,0.20627192982456136,176.36249999999998
80t_10i,0.43448987050960736,0.09799707602339183,0.5165916296006277,0.32020692521519356,0.4688554457672745,0.5207402069989789,0.2041812865497076,174.57499999999996
80t_250i,0.43795800264550266,0.09764189886480909,0.5194212490078903,0.32870704255046657,0.47289949276000875,0.5243228905597327,0.2072076023391813,177.1625
80t_500i,0.4384925856307435,0.09754815961472309,0.5205680522003611,0.3264825831414857,0.47411053796166536,0.5252414369256474,0.2065204678362573,176.57500000000002
80t_50i,0.4376695210247842,0.09743722050223598,0.5204407189929283,0.3288465981397573,0.4745215711854819,0.5242799823633157,0.20612573099415207,176.2375
90t_1000i,0.4367296365914786,0.09810715514275886,0.5187441293030223,0.32757334791471876,0.47294160540631075,0.5230428269748445,0.2059649122807017,176.10000000000002
90t_100i,0.43438302353104985,0.09862401100791193,0.516208433824265,0.32059650904836906,0.4695287818446495,0.5213013552399517,0.20228070175438595,172.95
90t_10i,0.42986943052074633,0.0992406260749914,0.5117051389024688,0.3159154934877034,0.4638215076691128,0.5159211686623967,0.20010233918128656,171.0875
90t_250i,0.4324317738791423,0.09885706914344686,0.5139345883055356,0.3212102128216833,0.468080407299598,0.5185119743803953,0.20293859649122803,173.51250000000002
90t_500i,0.43073620393576534,0.09881664946680425,0.513747995254384,0.31809891089482784,0.4674942577973014,0.5167467279309385,0.20099415204678361,171.85
90t_50i,0.43118621205792257,0.09886050911592707,0.513481317276611,0.3159898390228712,0.4664803972821734,0.5171456302794022,0.20233918128654974,173.0
