Action	Adventure	Animation	Comedy	Crime	Drama	Family	Fantasy	History	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western
0.005656710604064841	0.008212946908399736	0.005982756144926692	0.0122649884003966	0.011157202961554325	0.011918306304861317	0.007755702595479639	0.0065902947269975325	0.008297240953993009	0.0068302239750966725	0.005560700489754066	0.00725218226200416	0.010018681654442481	0.005468543949792114	0.008695542372052884	0.012467149182858453	0.002137688448061247
0.007332970159152481	0.020243111169952734	0.012518109362169709	0.005818953924986238	0.004937348287453704	0.006398308325450061	0.013695858970902603	0.008624499564873348	0.009562625499293565	0.00720265168489001	0.003979569662778532	0.006643882839457971	0.005388496495641213	0.006781073773587677	0.006317930979576308	0.00811489558601291	0.003134268216630699
0.0035862674794069687	0.004774949293105935	0.0041366805190955445	0.00889204802603262	0.006840853731093643	0.01041427088408269	0.0065771456366102736	0.008121115883320675	0.008713386698016566	0.007283440377756279	0.006383089166484449	0.013083838493260544	0.012357106577209032	0.005579485267050301	0.007623182819580674	0.007224689274101552	0.0043781681851206376
0.012885591705871223	0.011193891611966485	0.0063511400675914055	0.013622237992357986	0.01677633115499974	0.011164960489879784	0.010975308798222666	0.007139600939902575	0.003851916967715297	0.011644528761191599	0.005194012276685996	0.011594376708887256	0.009300721699328678	0.013053169128559708	0.015402061129447048	0.006963250405987318	0.0034197860256949754
0.006117660687895628	0.009869617609662058	0.005915331608529785	0.007162988413217902	0.005931534072272835	0.012732152869346394	0.00543973341815564	0.014247319742987	0.03490713558671618	0.015087699044368671	0.012635265418614119	0.010166871094593636	0.00814281766497484	0.006312500177752653	0.008215196685221521	0.016019678265531176	0.01505637614059543
0.0013532304825699102	0.0009690484748658856	0.0015576459505952482	0.0014553732813505857	0.00111983877444135	0.0012166489556616326	0.0009707956074919894	0.000553875015423092	0.001499052533768802	0.0021954496775697407	0.0013968301255104264	0.0011101804528846554	0.0012113105118937606	0.0015999562719992751	0.0012905744533473866	0.000979124164202553	0.001974545802422576
0.007625081106223754	0.004346745136223152	0.0028096284737965083	0.005834401550329555	0.01881963222050745	0.011215660149680428	0.004688274912205932	0.004291447286645485	0.018826246409243557	0.004715183126300904	0.005583257924365457	0.01318609861199221	0.005937311357268327	0.004712963055140701	0.013006773794144607	0.008230383466099958	0.008528654735284398
0.010415791976777304	0.014016511771854496	0.013125294917167697	0.018766438258414495	0.011381754109655766	0.018575452863735218	0.035963624041368915	0.01624155390697297	0.006374417742089953	0.017751644143167513	0.012061962372220802	0.014450928795712213	0.017428269621045482	0.012416153691620588	0.016186741244787847	0.009632805708094829	0.0036766756264614026
0.008281428310448428	0.023567881453665045	0.021619095159180854	0.020163066170033397	0.01540383030647319	0.01964902265160452	0.02798401905184021	0.025083603297264945	0.03381105682771975	0.019667492247718608	0.03129900318418101	0.02658403477502585	0.025360022546412616	0.011347617417007658	0.013230867658421856	0.023122495557675676	0.0169236299301814
0.007115004601375957	0.005486427778093547	0.005541035564181545	0.009677967028532106	0.009089646779478476	0.012748597249697825	0.005267644760373105	0.010933786977044764	0.005839297449541496	0.024014904019180584	0.004713559525793839	0.01800816808654199	0.010845909830242265	0.023261178650695807	0.016482962144616947	0.007101167440968907	0.0029649472074163175
0.006061316913306797	0.031500100926357695	0.07193803969681312	0.01831244079638255	0.005958253489639834	0.006237234609993385	0.05945226569453592	0.02032334556640855	0.003107361219212089	0.008592741952155394	0.009596068958046367	0.0053175416037612435	0.0062714836081395565	0.008848585062424306	0.004623521045146146	0.0037417350818569825	0.004902400201142273
0.012241328245654402	0.017647816119812795	0.02459000915243834	0.036792518053633004	0.016557345908588254	0.023074256989369817	0.035014829916727046	0.021713892354312935	0.012415049206045305	0.01458821072748245	0.019769998046040255	0.013042783690273362	0.02795211394404198	0.015140656554845661	0.011972022994428035	0.018942525144132565	0.012493333032861795
0.013436239459847552	0.015362454503700438	0.00833325191073405	0.023344480305537648	0.01932248255516416	0.016238573788352775	0.013941577403943693	0.012979861409288154	0.011688760228803056	0.009960998941105373	0.016477214749197906	0.01968430311490127	0.023004224521989084	0.010509674810414078	0.017144196133435787	0.014914505860803985	0.006805288726307263
0.0049269973417153156	0.006504809632077324	0.01013570449009457	0.011228857146992823	0.005231047115100847	0.00822205348029551	0.006837448294597389	0.008351644460698462	0.004809952519065962	0.010883604006597786	0.011572319849748141	0.010104853398501925	0.009218389011003468	0.007128219499251034	0.008072146824350722	0.0043260455118884385	0.0023533892273717495
0.02078370954297356	0.0069697619144758974	0.0039624326601043645	0.01839193464738646	0.03564790474736567	0.01950723081976783	0.0024152041731009487	0.009989137111492054	0.005316957327703714	0.027747905724037465	0.0033067034802834053	0.017778961864892896	0.013298663216362895	0.016702401704061353	0.030845769840856962	0.016470676825808293	0.005264752522531814
0.003171337289854865	0.0037910747033104686	0.004602487336181882	0.006500529982875105	0.0031283986753534647	0.003482492395515977	0.012895522190850202	0.0036317349633098145	0.001713072335966717	0.0024543923689307042	0.0030310410319933133	0.0021280480265029405	0.004203045331060286	0.0038672150675034796	0.0024580964413997235	0.0018409806267287458	0.0008563878463433088
0.012601210325347145	0.022690438552565546	0.03756121262519033	0.008526850484541885	0.003128911979492996	0.005282339463928461	0.020747376146629644	0.05041841682212276	0.00370893515263183	0.04675512203587413	0.005583140951429589	0.01597200471180832	0.004764060511139932	0.01266754862091223	0.011044474183570225	0.002668040802543452	0.005795226095540473
0.00889191285765694	0.0185324454939407	0.015494784731122927	0.005857573490488162	0.005388811575272623	0.00307308160423524	0.013414431557276037	0.012848284362525351	0.005515258261831878	0.005021541922744434	0.005249870194804578	0.00611178036898148	0.0022755660256386385	0.005183010361668399	0.0036233477946398477	0.0035388067621412436	0.012578335554785422
0.013285068745404742	0.020233931917193446	0.0275418052922313	0.03881380636642201	0.013712565557074232	0.016600451752618803	0.03511150099303754	0.020987805258098464	0.003206472975306922	0.027240311828264172	0.022286684732356683	0.016042845957515508	0.03130586357341151	0.019278980802458958	0.019365629891340996	0.0052344391105780905	0.0037465779301808855
0.020258135137306798	0.014786475201097108	0.011670587135058457	0.03343078211965398	0.04530856231037331	0.03998174052063646	0.025963867758421223	0.03211801035510681	0.01354526325729926	0.07588494766789332	0.022365435699800554	0.0796484020489426	0.037515687749162176	0.03425513778145533	0.06757437263522613	0.01814328274313717	0.011781956322864487
0.04931038956603809	0.03886607803878007	0.025730664821321695	0.017473896409018787	0.035894951113751	0.028874726626108533	0.011046897325831482	0.0425741073537168	0.04229371743812285	0.04819871376820495	0.023156879921417822	0.041516525015557096	0.019345129731884004	0.034565622601398505	0.039349804549986586	0.03992471497879643	0.05868455599368504
0.01790654001752852	0.04355278901213231	0.040232092702433955	0.00946764948797717	0.0031712475975016682	0.012000787139111417	0.021629836356452953	0.03888540693683262	0.07977362076976194	0.005750705892230677	0.028857344909693092	0.005226458409291501	0.009641120805970828	0.007887749362203694	0.003906785421690444	0.019010744055406807	0.010296414786204359
0.010320523611204791	0.013039335449220242	0.009487687047305971	0.021756648154447483	0.021567622017383763	0.02395270747575408	0.011802958762017111	0.0185952224113581	0.03237039422929722	0.02325169148440982	0.01806888310651181	0.02836332574345965	0.018836454213651765	0.012868227200894297	0.024201155928356973	0.02715665279525735	0.02885939340801961
0.017106264233889685	0.028995647643605037	0.0518986183223234	0.03148977887821349	0.016227536547728058	0.03628043043904081	0.04537219542903022	0.05050929784349926	0.034952113219169724	0.018691744143990725	0.10402961077387324	0.022395765073693612	0.04676016523182356	0.017022796061384914	0.015201844931652938	0.025906205834452186	0.020526925985201745
0.021508955155305123	0.009253827925846678	0.005862890103748725	0.009249359366558593	0.010901677292763926	0.014903996904042139	0.015983743656759017	0.0061770881329379175	0.013847823243489283	0.00427187326977416	0.09600913428146561	0.008216390820191537	0.021032613935878384	0.0031544917990572333	0.007461674177669244	0.007121518962970006	0.0038975356110981453
0.009100592890286939	0.007971357223470118	0.006872449979861737	0.021396602556745702	0.010680273450299862	0.01772243984392537	0.011156171166846788	0.013627089176913302	0.015296711506859193	0.008607742588461286	0.03703761439469693	0.012726659252677339	0.0344012473906585	0.005307980321059729	0.009626703760100922	0.011286529265707983	0.00930161381034104
0.0074445124699566365	0.005866596609222773	0.005309600461920198	0.028949686559006396	0.013678675426865116	0.020106636838236564	0.0038715649639710476	0.014237842795205072	0.008066025378811051	0.016496824490199735	0.01581326263729967	0.014851958269886093	0.03069742785787979	0.010253691301077247	0.014270283682099932	0.007937317022291529	0.005133509613165681
0.013149005666369394	0.007467299518975953	0.0062372255928464125	0.012336787994208651	0.02014168788627858	0.009864617410926835	0.007360328648626697	0.006661281786634648	0.004715816898674789	0.00710475300905282	0.0102149397463057	0.006444532486112063	0.007950393468453274	0.0074663775704141835	0.009961916507734606	0.006188440965867561	0.013818801984456707
0.03549377114119621	0.0195078788227467	0.01618819810025061	0.008297189052908585	0.021703734811840028	0.008941577483685523	0.00684244824841154	0.006796161705799664	0.010847494075476081	0.013011445158863422	0.0016038965730661525	0.016127326749267153	0.00423171185465436	0.04334048891909212	0.03077674135946696	0.014110178196115332	0.003432648051665823
