,jaccard_sim,hamming_loss,f1_micro,f1_macro,f1_weighted,f1_samples,accuracy_percentage,accuracy_number
BR-LSVC,0.46404801912979,0.08922508169934638,0.5589204240677416,0.35380930186952425,0.5124429671866464,0.5564483724416017,0.20974305555555553,335.5888888888889
BR-SVC,0.47378133680555556,0.08662612336601307,0.5667578601997991,0.3537501523437003,0.5139619453304188,0.5652139012896826,0.22089409722222222,353.4305555555556
ExtraTrees,0.3852405671296296,0.09473560049019607,0.4694259468771746,0.18653481498373975,0.39028299641623077,0.46025709325396824,0.18805555555555553,300.8888888888889
LP-LSVC,0.4610357928240741,0.10400898692810462,0.5285346160403599,0.3751427841223229,0.5086410068293616,0.5514404513888889,0.2272916666666667,363.66666666666663
LP-SVC,0.486707175925926,0.09310059232026142,0.5643470502421766,0.38400339228512353,0.5258864344247232,0.576051851851852,0.24936458333333342,398.9833333333334
MLPC,0.4727360704640653,0.09639409722222221,0.5756515118327106,0.44156635166162433,0.561108286551259,0.573374261463845,0.19040798611111112,304.65277777777777
RandomForest,0.3893698206018519,0.09498815359477124,0.4727843064337459,0.175735504179479,0.39343666862365456,0.46569089781746026,0.18923090277777777,302.76944444444445
kNN,0.43103171296296283,0.10121068218954245,0.5301912900091944,0.3753503004066773,0.5028083891271344,0.5243516823743387,0.17623437500000005,281.9749999999999
